流水號	地點	行政區	WGS經度座標	WGS緯度座標
1365	東新街　　　　168	南港區	121.58985	25.04655
1366	東新街　　　　170巷(南港公園前)	南港區	121.59239	25.045935
1367	北平東路　　　林森北路	中正區	121.52381	25.046349
1368	八德路二段    　167巷	中山區	121.53816	25.046309
1369	南港路一段　　東南街	南港區	121.61246	25.055332
1370	環河南一段　　漢口街二段	萬華區	121.503555	25.04646
1371	開封街二段　　西寧南路	萬華區	121.50704	25.046564
1372	市民二段　　　長安東一段30巷	中山區	121.52604	25.047548
1373	市民三段　　　松江路	中山區	121.53296	25.045422
1374	八德路二段　　199	中山區	121.53914	25.046461
1375	長安東二段　　八德路二段199巷	中山區	121.53908	25.04835
1376	研究院二段　　54巷	南港區	121.61518	25.046309
1377	北平東路　　　天津街	中正區	121.522095	25.046783
1378	中坡北路　　　50巷	南港區	121.58066	25.046492
1379	開封街二段　　昆明街	萬華區	121.50592	25.046839
1380	忠孝西一段　　館前路	中正區	121.515015	25.046822
1381	八德路二段　　龍江路	中山區	121.54052	25.046726
1382	延吉街　　　　30巷	松山區	121.55357	25.046206
1383	光復南路　　　32	松山區	121.557816	25.046696
1384	東新街　　　　118	南港區	121.588005	25.045942
1385	中華路一段　　洛陽街	萬華區	121.50973	25.047045
1386	公園路　　　　北平西路	中正區	121.51799	25.047028
1387	八德路二段　　安東街	中山區	121.54158	25.04699
1388	基隆路一段    　35巷	信義區	121.56863	25.048115
1389	松隆路　　　　松信路	信義區	121.57212	25.04686
1390	玉成街　　　　中坡北路50巷	南港區	121.58205	25.04686
1391	東新街108巷  　80巷9弄	南港區	121.58788	25.04593
1392	環河南一段　　開封街二段	萬華區	121.50443	25.047232
1393	中山北一段　　北平東路	中正區	121.520294	25.047157
1394	松江路　　　　25巷	中山區	121.53295	25.047104
1395	八德路二段　　遼寧街	中山區	121.542175	25.047144
1396	八德路四段　　245巷	松山區	121.56488	25.048935
1397	研究院二段    　34巷	南港區	121.61542	25.046955
1398	忠孝西一段　　重慶南一段	中正區	121.5133	25.047234
1399	市民二段　　　林森北路	中山區	121.52421	25.047798
1400	新生北一段　　62巷	中山區	121.53075	25.046932
1401	市民五段　　　東寧路	松山區	121.56301	25.047316
1402	東新街　　　　64巷	南港區	121.585915	25.047287
1403	洛陽街　　    　西寧南路	萬華區	121.50734	25.047592
1404	交控中心有線-01	大同區	121.51787	25.04922
1405	新生北一段　　47巷	中山區	121.530045	25.047983
1406	八德路二段　　復興北路	中山區	121.54392	25.047562
1407	光復南路6巷 　八德路三段198巷	松山區	121.55632	25.047466
1408	松山路　　　　149巷	信義區	121.57778	25.046642
1409	昆明街　　　　洛陽街	萬華區	121.5062	25.047867
1410	市民二段　　　林森東側	中山區	121.52605	25.047325
1411	交控中心機房測試用-3	大同區	121.51808	25.049326
1412	中坡北路　　　玉成街52巷	南港區	121.58049	25.047655
1413	市民六段288號  松山車站(北2門)	松山區	121.578964	25.049541
1414	忠孝西一段　　延平北路	中正區	121.511375	25.04818
1415	重慶北一段　　北平西路	中正區	121.51333	25.04817
1416	市民二段　　　5號	中山區	121.52124	25.048098
1417	市民二段　　　天津街	中山區	121.5224	25.047926
1418	長安東二段　　吉林路	中山區	121.53003	25.048515
1419	新生北一段　　林森北路119巷	中山區	121.528076	25.050428
1420	環河快往北　　忠孝橋匝道	萬華區	121.506294	25.049686
1421	中山北一段　　市民一段	中山區	121.520744	25.04808
1422	長安東一段    　77	中山區	121.52814	25.048332
1423	長安東一段　　新生北一段	中山區	121.529625	25.04827
1424	長安東二段　　八德路二段	松山區	121.54598	25.04815
1425	八德路二段　　451巷(台安醫院)	松山區	121.54743	25.048191
1426	八德路三段　　155巷	松山區	121.55507	25.048096
1427	八德路三段　　186巷	松山區	121.55628	25.048058
1428	松隆路　　　　永吉國中	信義區	121.57459	25.04825
1429	松隆路　　　　松山路	信義區	121.57776	25.04801
1430	松隆路　　　　329巷	信義區	121.57922	25.048141
1431	忠孝東六段　　東新街	南港區	121.5851	25.047995
1432	研究院二段　　12巷	南港區	121.6157	25.047703
1433	市民一段　　　環河北一段	大同區	121.50674	25.05068
1434	市民二段　　　長安東一段52巷	中山區	121.52771	25.046925
1435	長安東二段　　龍江路	中山區	121.5404	25.048296
1436	長安東二段　　遼寧街	中山區	121.54214	25.048288
1437	長安東二段　　復興北路	中山區	121.543945	25.048254
1438	八德路二段　　410	松山區	121.546844	25.048185
1439	八德路三段　　敦化北路	松山區	121.5489	25.048183
1440	八德路三段　　12巷	松山區	121.55073	25.048187
1441	八德路三段　　北寧路	松山區	121.552605	25.048208
1442	八德路三段　　延吉街	松山區	121.55333	25.048195
1443	八德路三段　　寧安街	松山區	121.55418	25.048164
1444	八德路三段　　光復北路	松山區	121.55782	25.048206
1445	八德路四段　　17巷(監理處)	松山區	121.558464	25.048254
1446	市民五段　　　東興路	松山區	121.565796	25.04829
1447	忠孝西二段　　西寧南路	萬華區	121.50763	25.04863
1448	忠孝西二段　　塔城街	萬華區	121.51003	25.048164
1449	鄭州路38巷　　迴轉道旁地下街入口	大同區	121.5087	25.05031
1450	長安西路　　　南京西路64巷	大同區	121.51827	25.050613
1451	長安東二段    　36巷	中山區	121.53144	25.04848
1452	長安東二段    　松江路	中山區	121.53296	25.048458
1453	長安東二段    　伊通街	中山區	121.53472	25.048426
1454	長安東二段    　建國北一段	中山區	121.53673	25.048391
1455	八德路四段　　72巷	松山區	121.56009	25.048426
1456	市民五段　　　八德路四段36巷	松山區	121.55947	25.045792
1457	天津街　　　　中山北一段53巷	中山區	121.522705	25.049082
1458	八德路三段155巷　光復北路60巷(單閃)	松山區	121.55509	25.049814
1459	八德路四段    　91	松山區	121.56093	25.048525
1460	松隆路　　    　虎林街	信義區	121.57599	25.048435
1461	松隆路　　　　中坡北路	南港區	121.580154	25.048424
1462	忠孝西二段　　昆明街	萬華區	121.506485	25.048908
1463	長安東一段    　30	中山區	121.52637	25.048742
1464	八德路四段　　東寧路	松山區	121.5627	25.048693
1465	市民五段　　　八德路四段300號	松山區	121.56733	25.048695
1466	忠孝東六段　　188巷	南港區	121.5866	25.048683
1467	市民一段　　　太原路	大同區	121.51484	25.049082
1468	承德路一段　　市民一段	大同區	121.5164	25.048779
1469	八德路四段    　204巷	松山區	121.56409	25.048836
1470	環東大道　　　麥帥二橋進城匯流處	松山區	121.56986	25.05025
1471	市民七段　　　玉成街(南)	南港區	121.58146	25.049051
1472	忠孝西二段    　環河南一段	萬華區	121.50611	25.049019
1473	交控中心無線-05	大同區	121.518265	25.04916
1474	交控中心無線-06	大同區	121.518265	25.04916
1475	交控中心無線-07	大同區	121.518265	25.04916
1476	交控中心無線-04	大同區	121.518265	25.04916
1477	交控中心無線-01	大同區	121.518265	25.04916
1478	交控中心無線-02	大同區	121.51839	25.049154
1479	交控中心無線-03	大同區	121.518616	25.049133
1480	長安東一段    　林森北路	中山區	121.524574	25.049158
1481	新生北一段　　吉林路10巷	中山區	121.52851	25.049892
1482	八德路四段　　東興路	松山區	121.56553	25.048973
1483	八德路四段    　295巷	松山區	121.56623	25.049055
1484	基隆路一段　　市民五段	松山區	121.56923	25.049103
1485	市民六段　　　松山路(南)	松山區	121.57778	25.048931
1486	市民六段　　　松隆路329巷	松山區	121.57924	25.048878
1487	市民六段　　　中坡北路(南)	南港區	121.58014	25.04887
1488	市民七段　　　玉成街(北)	南港區	121.58165	25.049532
1489	昆陽街　　　　163巷	南港區	121.59411	25.048672
1490	工程隊無線-01	大同區	121.51808	25.049326
1491	工程隊無線-02	大同區	121.518234	25.049196
1492	工程隊無線-03	大同區	121.518394	25.04926
1493	工程隊無線-04	大同區	121.51853	25.049316
1494	光復北路　　　26	松山區	121.557846	25.04916
1495	八德路四段　　333巷	松山區	121.5673	25.049166
1496	市民六段　　　松信路	松山區	121.57225	25.049385
1497	市民六段　　　虎林街(南)	松山區	121.57601	25.049183
1498	忠孝東六段    　250巷	南港區	121.58816	25.049063
1499	工程隊無線-05	大同區	121.51808	25.049326
1500	工程隊無線-06	大同區	121.51808	25.049326
1501	工程隊無線-07	大同區	121.51808	25.049326
1502	工程隊無線-08	大同區	121.51808	25.049326
1503	工程隊無線-09	大同區	121.51836	25.049356
1504	工程隊無線-10	大同區	121.53261	25.043856
1505	長安東一段    　天津街	中山區	121.52284	25.049555
1506	八德路四段    　基隆路一段	松山區	121.56937	25.049397
1507	八德路四段　　市民六段	松山區	121.5712	25.049862
1508	市民六段　　　虎林街(北)	松山區	121.57604	25.049433
1509	南京東五段　　389巷	松山區	121.56929	25.051306
1510	市民六段　　　中坡北路(北)	南港區	121.58009	25.04956
1511	忠孝東六段　　278巷	南港區	121.58908	25.049273
1512	延平北一段　　市民一段	大同區	121.512	25.049904
1513	吉林路　　　　10巷(長安國小)	中山區	121.53004	25.049732
1514	建國北一段　　88巷(迴轉道)	中山區	121.53674	25.049557
1515	市民六段　　　松山路(北)	松山區	121.57774	25.049662
1516	市民七段　　　東新街	南港區	121.58385	25.049662
1517	昆陽街　　　　157巷	南港區	121.59447	25.049538
1518	承德路一段　　華陰街	大同區	121.516754	25.049913
1519	中山北一段　　長安東一段	中山區	121.52162	25.049839
1520	南京東四段　　179巷	松山區	121.556435	25.051582
1521	建國南二段　　新生南路三段19巷	大安區	121.53763	25.02494
1522	南京西路　　　塔城街　	大同區	121.51031	25.05326
1523	市民一段　　　塔城街	大同區	121.510506	25.050161
1524	朱崙街　　　　龍江路	中山區	121.54044	25.049997
1525	朱崙街　　　　遼寧街	中山區	121.54218	25.049965
1526	北寧路　　　　56巷	松山區	121.55267	25.049875
1527	南京東三段　　338巷	松山區	121.54756	25.051685
1528	南京東四段　　13巷	松山區	121.54993	25.051817
1529	八德路四段　　塔悠路	松山區	121.57224	25.049938
1530	長安西路　　　52巷	大同區	121.5201	25.050196
1531	敦化北路4巷　  南京東三段338巷	松山區	121.54747	25.050112
1532	敦化北路　　　4巷(西)	松山區	121.5487	25.050085
1533	敦化北路　　　4巷(東)	松山區	121.54893	25.050081
1534	南京東三段　　200號	中山區	121.54305	25.051846
1535	八德路四段245巷　32弄	松山區	121.56454	25.05
1536	東興路　　　　15巷	松山區	121.56538	25.050077
1537	松河街　　　　八德路四段829巷	南港區	121.57987	25.052118
1538	八德路四段　　626號	松山區	121.57405	25.04996
1539	八德路四段　　虎林街	松山區	121.576004	25.05
1540	松江路　　　　85巷　	中山區	121.533005	25.050194
1541	八德路四段　　松山車站	松山區	121.577705	25.050072
1542	華陰街　　　　太原路	大同區	121.51518	25.050299
1543	長安西路　　　70號	大同區	121.51958	25.050316
1544	林森北路　　　107巷	中山區	121.52491	25.050362
1545	南京東一段　　天津街　　	中山區	121.52358	25.05211
1546	南京東二段　　21巷	中山區	121.528786	25.052086
1547	復興北路　　　朱崙街	中山區	121.54399	25.049902
1548	南京東五段66巷　光復北路11巷	松山區	121.56078	25.050163
1549	忠孝東六段　　聯勤司令	南港區	121.59131	25.049747
1550	忠孝東六段　　398巷	南港區	121.59253	25.050081
1551	市民一段　　　西寧北路	大同區	121.50818	25.050508
1552	吉林路　　　　14巷	中山區	121.53005	25.050524
1553	一江街　　　　松江路90巷	中山區	121.53147	25.050524
1554	吉祥路　　　　光復北路11巷	松山區	121.56254	25.05034
1555	八德路四段　　453巷	松山區	121.57063	25.049833
1556	市民八段　　　北部流行音樂中心	南港區	121.5996	25.052193
1557	環河北一段　　淡3號水門(堤外)	大同區	121.50663	25.050747
1558	重慶北一段　　華陰街	大同區	121.51363	25.050629
1559	洲美街　　　　5巷	北投區	121.50918	25.097635
1560	八德路四段　　中坡北路	南港區	121.57966	25.050392
1561	市民七段　　　忠孝東六段269巷	南港區	121.589455	25.050568
1562	忠孝東五段　　忠孝東五段423巷	信義區	121.5754	25.04088
1563	龍江路　　　　中正國小	中山區	121.54045	25.050657
1564	忠孝東六段　　昆陽街	南港區	121.59401	25.050426
1565	承德路一段　　長安西路	大同區	121.51701	25.050882
1566	南港路三段　　256巷	南港區	121.58491	25.052553
1567	龍江路　　　　106巷	中山區	121.54046	25.052828
1568	松河街　　　　3號	松山區	121.57209	25.050888
1569	松河街　　　　70號	松山區	121.57419	25.050854
1570	市民七段　　　南港路三段47巷	南港區	121.59094	25.050858
1571	忠孝東六段　　向陽路	南港區	121.59562	25.05079
1572	研究院一段　　130巷(南深橋北側)	南港區	121.61579	25.049147
1573	承德路一段　　69巷	大同區	121.51733	25.051947
1574	長安西路　　　太原路	大同區	121.515434	25.051237
1575	基隆路一段　　塔悠路	松山區	121.57036	25.051258
1576	八德路四段　　饒河街(慈祐宮)	松山區	121.577705	25.050909
1577	忠孝東七段　　中南街74巷	南港區	121.614136	25.05294
1578	長安西路　　　145巷	大同區	121.514824	25.051414
1579	南京東五段　　寶清街	松山區	121.56838	25.051317
1580	八德路四段　　805號(松山國小)	松山區	121.57871	25.051228
1581	八德路四段　　玉成街	南港區	121.58159	25.051153
1582	重慶北一段　　長安西路	大同區	121.51394	25.0516
1583	復興北141巷      慶城街	松山區	121.54516	25.053228
1584	南京東五段    　123巷	松山區	121.56081	25.05146
1585	南京東五段　　三民路	松山區	121.56379	25.051405
1586	南京東五段　　東興路	松山區	121.56541	25.051376
1587	南京東五段　　250	松山區	121.566154	25.051352
1588	長安西路　　　華亭街	大同區	121.513245	25.051771
1589	南京東四段　　寧安街	松山區	121.55511	25.05161
1590	南京東四段　　光復北路	松山區	121.557625	25.051556
1591	南京東五段　　59巷	松山區	121.55918	25.051495
1592	南港路三段　　中坡北路	南港區	121.58004	25.051485
1593	八德路四段　　南港路三段	南港區	121.58274	25.051655
1594	市民七段　　　昆陽街	南港區	121.593735	25.051195
1595	研究院一段　　151巷	南港區	121.61559	25.05077
1596	環河北路　　　南京西路(堤外)	大同區	121.50725	25.053795
1597	南京東三段　　303巷	松山區	121.54673	25.051796
1598	南京東三段　　敦化北路	松山區	121.54895	25.051739
1599	南京東四段　　北寧路	松山區	121.55269	25.051657
1600	長安西路　　　西寧北路	大同區	121.508575	25.052013
1601	長安西路　　　塔城街	大同區	121.510445	25.05202
1602	延平北一段　　長安西路	大同區	121.51185	25.052044
1603	南京東三段　　龍江路	中山區	121.54046	25.051931
1604	南京東三段　　遼寧街	中山區	121.54205	25.051891
1605	市民七段　　　向陽路	南港區	121.5955	25.05149
1606	忠孝東七段　　265巷	南港區	121.60355	25.051714
1607	研究院一段101巷　富康街	南港區	121.61695	25.051802
1608	南京東一段　　中山北一段	中山區	121.52254	25.052246
1609	南京東一段　　林森北路	中山區	121.525375	25.052094
1610	南京東一段　　新生北二段	中山區	121.52771	25.052094
1611	南京東二段　　吉林路	中山區	121.53008	25.052061
1612	南京東二段　　一江街	中山區	121.53151	25.052067
1613	南京東二段　　松江路	中山區	121.53301	25.052038
1614	南京東二段　　伊通街	中山區	121.5348	25.052029
1615	南京東二段　　建國北一段	中山區	121.53679	25.052002
1616	三民路　　　　3巷	松山區	121.56379	25.052
1617	健康路　　　　延壽街356巷	松山區	121.55916	25.053879
1618	忠孝東七段　　325巷	南港區	121.60548	25.05188
1619	研究院一段　　101巷	南港區	121.616066	25.051962
1620	中南街　　　　123巷	南港區	121.61525	25.052097
1621	南港路三段　　314巷	南港區	121.58146	25.051596
1622	松河街　　　　南港路三段190巷	南港區	121.5865	25.053843
1623	忠孝東七段　　興中路(捷運南港站)	南港區	121.60795	25.0522
1624	環河北一段　　長安西路	大同區	121.50728	25.052423
1625	南港路三段　　149巷	南港區	121.584335	25.052303
1626	南港路二段　　60巷	南港區	121.604126	25.0539
1627	南港路二段　　38巷	南港區	121.60502	25.054085
1628	林森北路　　　259巷	中山區	121.525444	25.05436
1629	寶清街　　　　89巷	松山區	121.567986	25.05238
1630	新明路　　　　460	內湖區	121.57854	25.05421
1631	向陽路　　　　21號(南港國中)	南港區	121.59521	25.052668
1632	南港路三段47巷    昆陽街60巷	南港區	121.59064	25.052174
1633	忠孝東七段　　506號(軍備局)	南港區	121.609566	25.052391
1634	光復北路　　　133巷7弄	松山區	121.556984	25.05264
1635	南京東六段　　潭美街(麥帥一橋下)南側	內湖區	121.57493	25.053164
1636	天水路　　　　華亭街	大同區	121.51319	25.05295
1637	南京西路　　　25巷	大同區	121.52036	25.052658
1638	南京西路　　　赤峰街	大同區	121.51898	25.052994
1639	塔悠路　　　　78號	松山區	121.57018	25.052658
1640	重慶北一段　　市民一段	大同區	121.5133	25.04943
1641	中原街　　　　長春路	中山區	121.52883	25.05489
1642	復興北路　　　141巷	中山區	121.544075	25.053308
1643	南京東六段(慢車道)    新明路298巷	內湖區	121.58165	25.05683
1644	市民八段　　　忠孝東七段265巷	南港區	121.60333	25.052694
1645	忠孝東七段    　527巷	南港區	121.61262	25.052757
1646	承德路一段　　南京西路	大同區	121.51767	25.053251
1647	光復北路　　　190巷(松醫側門)	松山區	121.55589	25.054697
1648	健康路325巷       5	松山區	121.56723	25.0549
1649	南港路三段　　67	南港區	121.588356	25.053038
1650	潭美街              新明路298巷(成美橋下)	內湖區	121.58163	25.056805
1651	興華路　　　　興中路28巷	南港區	121.60593	25.055387
1652	南京西路　　　西寧北路	大同區	121.50873	25.053375
1653	重慶北一段　　天水街	大同區	121.51426	25.053596
1654	南京東三段　　復興北路	中山區	121.544044	25.051828
1655	南京東六段　　潭美街(麥帥一橋下)北側	內湖區	121.57417	25.053633
1656	南港路三段　　190巷	南港區	121.58684	25.05306
1657	市民八段　　　忠孝東七段325巷	南港區	121.60529	25.053003
1658	研究院二段　　大坑街	南港區	121.61584	25.048841
1659	重慶北二段　　57巷	大同區	121.51409	25.055435
1660	遼寧街　　　　128巷　　	中山區	121.54208	25.053358
1661	健康路　　　　15巷	松山區	121.55274	25.053347
1662	健康路　　　　南京東四段75巷	松山區	121.55373	25.053394
1663	新明路　　　　246巷	內湖區	121.58372	25.056616
1664	市民八段　　　興華路	南港區	121.60644	25.053173
1665	忠孝東七段　　中南街	南港區	121.61525	25.05306
1666	忠孝東七段　　研究院一段	南港區	121.61628	25.053164
1667	環河北一段　　南京西路	大同區	121.507454	25.05371
1668	南京西路　　　太原路	大同區	121.516106	25.053629
1669	西寧北路　　　86巷	大同區	121.508896	25.055202
1670	四平街　　　　吉林路	中山區	121.53012	25.053673
1671	四平街　　　　一江街	中山區	121.531525	25.053656
1672	四平街　　　　松江路	中山區	121.53306	25.05364
1673	健康路　　　　45巷	松山區	121.555084	25.053493
1674	南港路三段　　106巷	南港區	121.58978	25.053368
1675	南港路一段　　研究院一段	南港區	121.616615	25.055143
1676	南京西路　　　民樂街	大同區	121.51104	25.053844
1677	延平北一段　　南京西路	大同區	121.51176	25.053896
1678	林森北路　　　235巷(欣欣大眾公司)	中山區	121.52542	25.053907
1679	新生北二段　　28巷	中山區	121.52737	25.053802
1680	光復北路　　　健康路	松山區	121.55661	25.05365
1681	光復北路　　　155巷	松山區	121.555756	25.0554
1682	南港路二段　　23	南港區	121.603294	25.05375
1683	市民八段　　　興中路	南港區	121.6077	25.05338
1684	市民八段　　　忠孝東七段415巷	南港區	121.60884	25.053595
1685	重慶北一段　　南京西路	大同區	121.514435	25.05408
1686	健康路　　　　131號(松山醫院)	松山區	121.5577	25.05376
1687	南港路二段　　41巷	南港區	121.602585	25.053625
1688	健康路　　　　延壽街330巷	松山區	121.560486	25.053978
1689	經貿一路　　　二路105巷(1-7號道路)	南港區	121.61949	25.059067
1690	東明街　　　　興南街60巷	南港區	121.603806	25.055717
1691	市民八段　　　536巷	南港區	121.61339	25.053993
1692	太原路　　　　152巷	大同區	121.5163	25.054358
1693	健康路　　　　南京東五段147巷	松山區	121.56203	25.054047
1694	健康路　　　　三民路	松山區	121.56385	25.05413
1695	健康路325巷　  12弄(西松高中)	松山區	121.56723	25.05549
1696	南港路二段　　興南街	南港區	121.59761	25.054045
1697	東明街　　　　東新國小側門	南港區	121.60299	25.05509
1698	健康路15巷　　敦化北路155巷	松山區	121.552895	25.05422
1699	健康路　　　　南京東路五段291巷	松山區	121.566185	25.05427
1700	健康路　　　　寶清街	松山區	121.56729	25.054327
1701	三民路　　　　43巷	松山區	121.56366	25.056122
1702	南港路三段　　昆陽街	南港區	121.592285	25.054207
1703	南港路三段　　50巷	南港區	121.591866	25.054092
1704	市民八段　　　東南街(南)	南港區	121.6122	25.053732
1705	市民八段　　　中南街	南港區	121.61525	25.054354
1706	長春路　　　　慶城街	松山區	121.54622	25.054537
1707	敦化北路　　　長春路	松山區	121.54898	25.054379
1708	健康路　　　　塔悠路	松山區	121.56982	25.05455
1709	潭美街　　　　新明路460巷	內湖區	121.57876	25.053474
1710	南港路一段　　興中路	南港區	121.60749	25.054502
1711	市民八段　　　東南街(北)	南港區	121.61223	25.054056
1712	市民八段　　　南港路一段171巷	南港區	121.61308	25.054178
1713	長春路　　　　合江街	中山區	121.539085	25.054699
1714	長春路　　　　龍江路	中山區	121.54051	25.054667
1715	長春路　　　　遼寧街	中山區	121.54211	25.054626
1716	南京東六段　　新明路426巷(南側)	內湖區	121.579155	25.055593
1717	南港路三段　　成功路一段	南港區	121.59322	25.054455
1718	南港路二段　　向陽路	南港區	121.594734	25.054403
1719	研究院一段　　市民八段	南港區	121.61647	25.054314
1720	長春路　　　　吉林路	中山區	121.53014	25.054867
1721	長春路　　　　一江街	中山區	121.53153	25.054838
1722	長春路　　　　吉林國小	中山區	121.52953	25.054873
1723	長春路　　　　松江路	中山區	121.53308	25.054815
1724	長春路　　　　163巷	中山區	121.533646	25.054808
1725	長春路　　　　伊通街	中山區	121.53483	25.054785
1726	建國北二段　　長春路	中山區	121.53684	25.054752
1727	民生東三段　　130巷	松山區	121.546165	25.057766
1728	經貿二路　　　105巷(1-7號道路)	南港區	121.61686	25.058098
1729	南港路二段    　興華路	南港區	121.6062	25.054272
1730	南港路二段　　178巷	南港區	121.59972	25.053446
1731	南港路一段　　277巷	南港區	121.608604	25.054688
1732	中山北二段　　長春路	中山區	121.52271	25.055
1733	林森北路　　　長春路	中山區	121.52546	25.054935
1734	新生北二段　　長春路	中山區	121.52755	25.054901
1735	南港路一段    　南港橋(調撥車道專用)	南港區	121.620476	25.054829
1736	平陽街　　　　太原路	大同區	121.51654	25.05516
1737	敦化北路155巷　　100弄	松山區	121.55218	25.054241
1738	南京東六段　　北側機車便道	內湖區	121.574165	25.053652
1739	堤頂一段　　　新明路522巷	內湖區	121.577354	25.054928
1740	重陽路　　　　向陽路	南港區	121.59457	25.054848
1741	南港路一段    　惠民街	南港區	121.61031	25.05499
1742	南港路一段    　經貿一路	南港區	121.618706	25.05485
1743	延平北二段    　60巷	大同區	121.51164	25.055439
1744	光復北路　　　165巷	松山區	121.55545	25.057247
1745	南京東六段　　新明路426巷	內湖區	121.57891	25.05599
1746	松河街　　　　南港路三段106巷	南港區	121.589035	25.055254
1747	南港路一段　　三重路	南港區	121.61393	25.055298
1748	南港路一段　　中南街	南港區	121.61527	25.055264
1749	南港路一段    　136	南港區	121.61319	25.055319
1750	承德路二段　　太原路175巷	大同區	121.518105	25.055798
1751	慶城街　　　　興安街	松山區	121.54714	25.05571
1752	成功路一段　　36巷	南港區	121.59291	25.055708
1753	重慶北二段　　64巷	大同區	121.51394	25.055965
1754	新明路　　　　298巷(成美橋頭)	內湖區	121.582184	25.05573
1755	重陽路　　　　39巷	南港區	121.59592	25.055285
1756	中原街　　　　吉林路144巷	中山區	121.528854	25.05608
1757	吉林路　　　　144巷	中山區	121.53016	25.056065
1758	三民路43巷　　延壽街330巷	松山區	121.560295	25.055857
1759	潭美街　　　　新明路321巷	內湖區	121.58493	25.055874
1760	行善路　　　　59巷	內湖區	121.57789	25.057732
1761	太原路　　　　175巷	大同區	121.51676	25.05595
1762	林森北路　　　310巷	中山區	121.52549	25.056238
1763	民生東一段　　23巷	中山區	121.52395	25.058058
1764	建國北二段　　興安路	中山區	121.53689	25.056221
1765	興安街　　　　合江街	中山區	121.539116	25.056152
1766	興安街　　　　龍江路	中山區	121.54056	25.056122
1767	興安街　　　　遼寧街	中山區	121.542145	25.056082
1768	復興北路　　　興安街	中山區	121.54413	25.056074
1769	三民路　　　　74巷	松山區	121.56373	25.055655
1770	興東街　　　　新民街	南港區	121.61197	25.055973
1771	光復北路　　　延壽街	松山區	121.555626	25.05625
1772	重陽路39巷　　向陽路196巷	南港區	121.59475	25.056849
1773	三重路　　　　新民街	南港區	121.61396	25.056189
1774	經貿二路　　　展覽館公車道(南)	南港區	121.617	25.056322
1775	承德路二段　　平陽街	大同區	121.51819	25.054749
1776	復興北路　　　長春路	中山區	121.54409	25.054567
1777	敦化北路　　　199巷	松山區	121.54911	25.05576
1778	延壽街　　　　402巷	松山區	121.55718	25.05637
1779	堤頂一段　　　行善路	內湖區	121.57373	25.056587
1780	重陽路　　　　125巷	南港區	121.598274	25.056248
1781	興南街　　　　64巷	南港區	121.60166	25.056158
1782	五原路　　　　太原路	大同區	121.516975	25.056684
1783	新生北二段    　62巷	中山區	121.527405	25.056173
1784	敦化北路199巷　民生東四段54巷	松山區	121.551315	25.056622
1785	敦化北路199巷　民生國小	松山區	121.55217	25.056612
1786	向陽路　　　　196巷	南港區	121.593704	25.05644
1787	環河北一段　　民生西路	大同區	121.508255	25.056858
1788	民生西路　　　西寧北路	大同區	121.50899	25.056896
1789	民生西路　　　民樂街	大同區	121.510826	25.056913
1790	延壽街　　　　330巷	松山區	121.56024	25.056606
1791	延壽街　　　　新中街	松山區	121.560684	25.05666
1792	延壽街　　　　314巷	松山區	121.56179	25.05674
1793	新明路　　    　219巷	內湖區	121.583725	25.056608
1794	民生西路　　　迪化街一段	大同區	121.50984	25.05691
1795	延平北二段　　民生西路	大同區	121.51158	25.056929
1796	重慶北二段　　民生西路	大同區	121.51377	25.056976
1797	民生西路        　66巷(捷運1號出口)	大同區	121.52065	25.057669
1798	延壽街　　    　三民路	松山區	121.56358	25.056887
1799	重陽路　　　　199巷	南港區	121.59986	25.056965
1800	重陽路　　　　三重路	南港區	121.6132	25.06213
1801	民生西路　　　寧夏路	大同區	121.51552	25.057032
1802	林森北路　　　399巷	中山區	121.52554	25.059057
1803	吉林路　　　　218巷	中山區	121.53023	25.058943
1804	松江路235巷      建國北二段116巷	中山區	121.53482	25.058847
1805	行善路　　　　民善街	內湖區	121.57713	25.057425
1806	新明路　　　　321巷	內湖區	121.58443	25.056894
1807	惠民街　　　　興東街	南港區	121.61013	25.056433
1808	經貿二路　　　62巷	南港區	121.61667	25.056871
1809	寧夏路　　　　靜修女中	大同區	121.51531	25.057867
1810	民生西路　　　太原路	大同區	121.516975	25.057144
1811	延壽街　　　　新東街	松山區	121.56613	25.0571
1812	延壽街　　　　民生東路五段260巷	松山區	121.56736	25.057196
1813	南京東六段　　舊宗路一段	內湖區	121.58141	25.057024
1814	重陽路125巷　  向陽路162巷	南港區	121.59796	25.05693
1815	三重路　　　　經貿二路62巷	南港區	121.61412	25.057014
1816	興中路　　　　松河街	南港區	121.6065	25.058983
1817	承德路二段　　民生西路	大同區	121.51816	25.05734
1818	南京東六段　　堤頂一段	內湖區	121.57653	25.054758
1819	新明路　　　　174巷	內湖區	121.58553	25.057358
1820	經貿二路　　　展覽館公車道(北)	南港區	121.617004	25.056854
1821	園區街　　　　園區街58巷	南港區	121.61172	25.059067
1822	民生西路　　　雙連街	大同區	121.519165	25.057453
1823	新生北二段　　123巷	中山區	121.52776	25.059416
1824	三民路               三民路101巷	松山區	121.56354	25.05738
1825	延壽街　　　　塔悠路	松山區	121.56932	25.057343
1826	重陽路57巷　　125巷36弄	南港區	121.59603	25.057295
1827	民生東三段　　敦化北路	松山區	121.54904	25.057722
1828	新東街　　　　30巷	松山區	121.56589	25.059654
1829	民權東三段　　39	中山區	121.54248	25.062363
1830	民生東三段　　合江街　	中山區	121.53918	25.057846
