樹籍編碼,樹種,學名,科別,河濱公園,管理單位,樹高m,胸高直徑cm,樹冠投影面,推估樹齡_y,資料日期,備註,經度_TWD97,緯度_TWD97,經度_WGS84,緯度_WGS84
KL0DJ20006,臺灣海棗,Phoenix hanceana,棕櫚科,大佳,高灘地東區管理站,2.79489,24.840764,9.589656,17.087571,1051104,測量0.7M,304432.5016,2774166.773,121.539577,25.07476
KL0DJ20007,臺灣海棗,Phoenix hanceana,棕櫚科,大佳,高灘地東區管理站,2.704,29.617834,11.43382,16.734857,1051104,測量0.7M,304432.5281,2774168.995,121.539578,25.07478
KL0DJ20008,臺灣海棗,Phoenix hanceana,棕櫚科,大佳,高灘地東區管理站,2.65672,27.707006,10.696154,13.415171,1051104,測量0.7M,304432.7398,2774171.43,121.53958,25.074802
KL0DJ20012,臺灣海棗,Phoenix hanceana,棕櫚科,大佳,高灘地東區管理站,2.12884,27.707006,10.696154,12.046514,1051104,測量0.7M,304435.5973,2774183.706,121.539609,25.074913
KL0DJ20013,臺灣海棗,Phoenix hanceana,棕櫚科,大佳,高灘地東區管理站,2.24068,25.477707,9.835544,10.065,1051104,測量0.7M,304436.9731,2774187.093,121.539623,25.074943
KL0DJ20014,臺灣海棗,Phoenix hanceana,棕櫚科,大佳,高灘地東區管理站,2.18138,26.11465,10.081433,9.003686,1051104,測量0.7M,304438.0314,2774189.421,121.539633,25.074964
KL0DJ20015,臺灣海棗,Phoenix hanceana,棕櫚科,大佳,高灘地東區管理站,1.55077,29.77707,11.495292,8.566486,1051104,測量0.6M,304439.4073,2774191.115,121.539647,25.074979
KL0DJ20016,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.22679,18.471338,13.793042,32.631,1051104,尺放土堆上,304444.2756,2774195.031,121.539695,25.075014
KL0DJ20017,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.96934,18.789809,14.030853,31.638,1051104,尺放土堆上(測量1M),304444.1698,2774198.841,121.539694,25.075049
KL0DJ20018,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.07624,17.675159,13.198514,32.042143,1051104,尺放土堆上,304444.3814,2774202.227,121.539697,25.075079
KL0DJ20019,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.1496,16.56051,12.366176,29.700571,1051104,尺放土堆上,304444.2756,2774205.72,121.539696,25.075111
KL0DJ20020,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.18091,19.904459,14.863192,31.488571,1051104,尺放土堆上(測量1M),304444.4873,2774209.212,121.539698,25.075142
KL0DJ20010,臺灣海棗,Phoenix hanceana,棕櫚科,大佳,高灘地東區管理站,2.52924,30.254777,11.679709,15.278857,1051104,測量0.7M,304433.7981,2774177.462,121.539591,25.074856
KL0DJ20011,臺灣海棗,Phoenix hanceana,棕櫚科,大佳,高灘地東區管理站,2.61358,27.388535,10.57321,17.986857,1051104,測量0.7M,304434.6844,2774180.994,121.5396,25.074888
KL0DJ20009,臺灣海棗,Phoenix hanceana,棕櫚科,大佳,高灘地東區管理站,2.31278,26.11465,10.081433,14.054171,1051104,測量0.7M,304433.3615,2774174.75,121.539586,25.074832
KL0DJ20021,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.99297,19.904459,9.467629,29.546714,1051104,尺放土堆上(測量1M),304437.6478,2774214.53,121.53963,25.075191
KL0DJ20022,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.90369,17.515924,8.331514,30.133143,1051104,尺放土堆上,304437.9124,2774217.772,121.539633,25.07522
KL0DJ20023,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.6962,18.630573,8.861701,30.616714,1051104,尺放土堆上,304437.8462,2774221.343,121.539633,25.075252
KL0DJ20024,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.04788,18.152866,8.634478,26.172286,1051104,尺放土堆上,304437.9124,2774224.783,121.539633,25.075283
KL0DJ20028,棍棒椰子,Mascarena verschaffeltii,棕櫚科,大佳,高灘地東區管理站,3.95653,29.77707,14.163573,23.633,1051104,尺放土堆上(測量1M),304438.4415,2774237.946,121.539639,25.075402
KL0DJ20025,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.84942,21.019108,9.997816,28.509,1051104,尺放土堆上(測量1M),304437.8462,2774228.487,121.539633,25.075317
KL0DJ20027,棍棒椰子,Mascarena verschaffeltii,棕櫚科,大佳,高灘地東區管理站,4.03726,28.980892,13.784868,26.609714,1051104,尺放土堆上(測量1M),304438.177,2774234.374,121.539636,25.07537
KL0DJ20026,棍棒椰子,Mascarena verschaffeltii,棕櫚科,大佳,高灘地東區管理站,3.68798,27.388535,13.027458,22.726857,1051104,尺放土堆上(測量1M),304438.0447,2774231.265,121.539635,25.075342
KL0DJ20029,棍棒椰子,Mascarena verschaffeltii,棕櫚科,大佳,高灘地東區管理站,3.79319,30.254777,14.390796,23.527,1051104,尺放土堆上(測量1M),304438.3874,2774241.654,121.539639,25.075436
KL0DJ20030,黃椰子,Chrysalidocarpus,棕櫚科,大佳,高灘地東區管理站,2.55426,6.050955,0.417788,14.049214,1051104,叢生測量0.3M,303657.8788,2774146.45,121.531898,25.074604
KL0DJ20031,黃椰子,Chrysalidocarpus,棕櫚科,大佳,高灘地東區管理站,3.33745,98.089172,2.455202,17.420286,1051104,全包叢生,303673.7538,2774144.439,121.532055,25.074585
KL0DJ20032,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.86276,30.89172,23.220331,25.450286,1051104,,303601.0832,2774144.677,121.531335,25.07459
KL0DJ20033,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,8.46257,50.955414,15.197948,72.527286,1051104,測量0.7M,303605.3166,2774144.624,121.531377,25.074589
KL0DJ20047,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.08972,17.197452,2.614722,42.136,1051104,托葉痕4公分,303514.6465,2774207.703,121.530481,25.075162
KL0DJ20046,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.88354,17.038217,1.861563,50.8225,1051104,托葉痕4公分,303511.9742,2774207.279,121.530454,25.075158
KL0DJ20034,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.90403,28.025478,2.91376,40.171714,1051104,,303485.1875,2774192.583,121.530188,25.075027
KL0DJ20035,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.26592,28.66242,1.862907,43.725857,1051104,,303482.0125,2774190.043,121.530157,25.075004
KL0DJ20036,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.80916,32.961783,2.065192,36.287571,1051104,測量1.4M,303478.3083,2774186.868,121.53012,25.074975
KL0DJ20037,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.15726,30.573248,2.257514,38.432714,1051104,測量1M,303474.2867,2774183.587,121.53008,25.074946
KL0DJ20038,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.55235,32.484076,2.401214,43.582,1051104,測量1M,303470.4767,2774179.989,121.530042,25.074913
KL0DJ20039,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.24662,31.210191,2.639342,39.743,1051104,,303462.645,2774173.744,121.529964,25.074857
KL0DJ20040,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.47578,33.280255,3.002694,41.387714,1051104,,303469.1008,2774172.686,121.530028,25.074848
KL0DJ20041,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.03183,34.872611,3.415329,35.363571,1051104,,303474.9217,2774175.861,121.530086,25.074876
KL0DJ20042,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.24469,33.121019,2.918689,37.953857,1051104,測量1M,303482.5417,2774177.766,121.530161,25.074893
KL0DJ20043,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,4.4735,33.917197,1.468865,39.102143,1051104,,303487.9392,2774181.259,121.530215,25.074924
KL0DJ20044,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.53515,19.745223,1.415773,60.468,1051104,托葉痕3公分測量1M,303488.7859,2774184.01,121.530224,25.074949
KL0DJ20045,蒲葵,Livistona chinensis,棕櫚科,大佳,高灘地東區管理站,3.33416,17.197452,1.383291,46.3685,1051104,托葉痕4公分,303489.315,2774187.714,121.530229,25.074982
KL0DJ20049,大王椰子,Roystonea regia,棕櫚科,大佳,高灘地東區管理站,3.57977,13.216561,0.593969,16.6,1051104,測量0.7M,303691.8514,2774144.174,121.532235,25.074582
KL0DJ20048,大王椰子,Roystonea regia,棕櫚科,大佳,高灘地東區管理站,2.11547,9.55414,0.404795,12,1051104,測量0.3M,303691.0259,2774189.18,121.532228,25.074989
KLBLR20001,大王椰子,Roystonea regia,棕櫚科,百齡右岸,高灘地北區管理站,3.60049,14.490446,1.725146,0,1051104,脫痕4CM測量0.7M,302212.3096,2774767.75,121.517593,25.080264
KLBLR20002,蒲葵,Livistona chinensis,棕櫚科,百齡右岸,高灘地北區管理站,3.72374,38.216561,11.437689,0,1051104,脫痕3CM測量0.3M,301956.1656,2775435.384,121.515079,25.0863
KLBLR20003,臺灣海棗,Phoenix hanceana,棕櫚科,百齡右岸,高灘地北區管理站,2.93695,27.070064,14.488972,34,1051104,,302202.3612,2774779.286,121.517494,25.080368
KLBLL20001,黃椰子,Chrysalidocarpus,棕櫚科,百齡左岸,高灘地北區管理站,4.88567,0,11.020976,63,1051104,無法測量叢生,301351.6402,2776207.83,121.509115,25.093294
TS0YP20001,蒲葵,Livistona chinensis,棕櫚科,延平,高灘地南區管理站,5.85665,22.292994,16.163075,40.20825,1051125,,301227.2142,2772066.011,121.507727,25.055906
TS0YP20002,大王椰子,Roystonea regia,棕櫚科,延平,高灘地南區管理站,9.88356,41.719745,31.502674,307.191,1051125,,301223.4305,2772045.761,121.507689,25.055724
TS0YP20003,大王椰子,Roystonea regia,棕櫚科,延平,高灘地南區管理站,11.2522,38.853503,29.338368,269.1625,1051125,,301222.787,2772043.4,121.507682,25.055702
TS0YP20004,大王椰子,Roystonea regia,棕櫚科,延平,高灘地南區管理站,9.48859,35.031847,26.452627,314.235667,1051125,,301222.322,2772041.002,121.507677,25.055681
TS0YP20005,黃椰子,Chrysalidocarpus,棕櫚科,延平,高灘地南區管理站,11.2218,0,0.72241,28.755364,1051125,,301186.6186,2771948.586,121.50732,25.054848
TS0YP20006,蒲葵,Livistona chinensis,棕櫚科,延平,高灘地南區管理站,8.20044,23.566879,17.024948,94.9341,1051125,,301185.7463,2771954.865,121.507312,25.054904
TS0YP20007,黃椰子,Chrysalidocarpus,棕櫚科,延平,高灘地南區管理站,6.34786,0,0.72241,29.7831,1051125,,301188.0227,2771956.697,121.507334,25.054921
TS0YP20008,黃椰子,Chrysalidocarpus,棕櫚科,延平,高灘地南區管理站,2.81257,0,0.452011,20.708625,1051125,,301164.7651,2771927.75,121.507103,25.05466
TS0YP20009,孔雀椰子,Caryota urens,棕櫚科,延平,高灘地南區管理站,5.76409,0,1.000488,22.539909,1051125,,301158.6027,2771913.279,121.507041,25.05453
TS0YP20010,孔雀椰子,Caryota urens,棕櫚科,延平,高灘地南區管理站,6.2445,0,0.72241,27.136522,1051125,,301187.7909,2771915.863,121.507331,25.054552
TS0YP20011,可可椰子,"Cocos nucifera

",棕櫚科,延平,高灘地南區管理站,3.1097,0,0.72241,0,1051125,無脫痕,301173.7426,2771903.424,121.507191,25.05444
TS0YP20012,大王椰子,Roystonea regia,棕櫚科,延平,高灘地南區管理站,12.1637,23.248408,20.595582,267.395,1051125,,301169.5904,2771849.701,121.507148,25.053955
TS0YP20013,叢立孔雀椰子,Caryota mitis,棕櫚科,延平,高灘地南區管理站,6.11667,0,0.885892,24.838687,1051125,DBH<6,301161.6928,2771851.139,121.50707,25.053969
TS0YP20014,大王椰子,Roystonea regia,棕櫚科,延平,高灘地南區管理站,1.51671,0,0.885892,14.260133,1051125,DBH<6,301158.1094,2771852.323,121.507034,25.053979
TS0YP20015,叢立孔雀椰子,Caryota mitis,棕櫚科,延平,高灘地南區管理站,6.70068,16.082803,14.247629,23.309474,1051125,,301156.5674,2771853.506,121.507019,25.05399
TS0YP20016,酒瓶椰子,Mascarena lagenicaulis,棕櫚科,延平,高灘地南區管理站,2.02482,15.923567,4.653212,102.133,1051125,測量0.9m,301149.9121,2771805.085,121.506951,25.053553
TS0YP20017,酒瓶椰子,Mascarena lagenicaulis,棕櫚科,延平,高灘地南區管理站,2.49922,33.917197,3.585063,50.6595,1051125,測量0.9m,301152.5412,2771804.705,121.506977,25.05355
TS0YP20018,酒瓶椰子,Mascarena lagenicaulis,棕櫚科,延平,高灘地南區管理站,2.48125,32.165605,3.076546,60.1465,1051125,測量0.9m,301156.0111,2771803.83,121.507011,25.053542
TS0YP20019,黃椰子,Chrysalidocarpus,棕櫚科,延平,高灘地南區管理站,11.2285,0,0.96578,88.554125,1051125,,301151.6103,2771785.259,121.506967,25.053374
TS0LS20002,大王椰子,Roystonea regia,棕櫚科,龍山,高灘地南區管理站,5.91162,51.592357,95.645404,255.92,1051125,,299994.5264,2770213.353,121.495443,25.039222
TS0LS20001,羅比親王海棗,Phoenix humilis,棕櫚科,龍山,高灘地南區管理站,4.07299,9.872611,15.71663,0,1051125,,300390.2366,2770534.651,121.499376,25.042109
TS0HJ20001,蒲葵,Livistona chinensis,棕櫚科,雁鴨,高灘地南區管理站,8.23058,25.318471,12.913972,101.443833,1051125,,299618.3806,2769972.461,121.491706,25.037059
TS0HJ20002,蒲葵,Livistona chinensis,棕櫚科,雁鴨,高灘地南區管理站,8.28029,24.840764,6.352487,164.19625,1051125,,299612.2952,2769968.387,121.491646,25.037023
TS0HJ20003,蒲葵,Livistona chinensis,棕櫚科,雁鴨,高灘地南區管理站,10.4075,25.159236,13.41083,157.8252,1051125,,299610.7606,2769961.137,121.49163,25.036957
TS0HJ20004,蒲葵,Livistona chinensis,棕櫚科,雁鴨,高灘地南區管理站,8.96934,26.433121,14.089859,111.583167,1051125,,299608.8556,2769958.65,121.491612,25.036935
TS0HJ20005,蒲葵,Livistona chinensis,棕櫚科,雁鴨,高灘地南區管理站,8.86846,25.318471,12.777066,114.284,1051125,,299606.3685,2769966.64,121.491587,25.037007
TS0HJ20006,蒲葵,Livistona chinensis,棕櫚科,雁鴨,高灘地南區管理站,8.79315,23.248408,10.242861,114.435,1051125,,299603.1935,2769967.699,121.491556,25.037017
TS0HJ20007,蒲葵,Livistona chinensis,棕櫚科,雁鴨,高灘地南區管理站,9.15738,21.656051,8.21833,69.963111,1051125,,299605.8393,2769970.027,121.491582,25.037038
TS0HJ20008,蒲葵,Livistona chinensis,棕櫚科,雁鴨,高灘地南區管理站,7.19087,21.815287,11.9096,76.443667,1051125,,299599.2247,2769973.996,121.491517,25.037074
TS0HJ20009,蒲葵,Livistona chinensis,棕櫚科,雁鴨,高灘地南區管理站,4.95386,25.477707,0.075101,91.9908,1051125,斷頭,299595.5205,2769975.954,121.49148,25.037092
JM0JM20001,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,2.93328,27.070064,17.951421,43.799,1051125,,304159.8952,2764795.923,121.536507,24.99017
JM0JM20002,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,4.27999,36.624204,24.287217,50.5248,1051125,主幹傾斜,304155.2918,2764788.633,121.536461,24.990104
JM0JM20003,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,4.41537,35.350318,23.442444,55.8066,1051125,,304155.0197,2764787.522,121.536459,24.990094
JM0JM20004,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,3.1564,33.757962,22.386478,35.6428,1051125,,304155.735,2764785.69,121.536466,24.990078
JM0JM20005,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,3.92608,40.127389,26.610342,41.2772,1051125,測量1m,304154.6731,2764784.502,121.536455,24.990067
JM0JM20006,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,5.09007,30.414013,20.168949,71.8284,1051125,主幹傾斜,304154.7344,2764786.002,121.536456,24.990081
JM0JM20007,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,4.07606,39.649682,26.293552,43.5112,1051125,主幹傾斜,304154.0962,2764782.671,121.536449,24.990051
JM0JM20008,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,3.46622,32.006369,21.224915,37.7118,1051125,主幹傾斜,304154.1597,2764781.252,121.53645,24.990038
JM0JM20009,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,3.64469,34.394904,22.808864,41.0274,1051125,主幹傾斜,304155.0338,2764780.618,121.536458,24.990032
JM0JM20010,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,3.05351,38.853503,25.765569,36.294,1051125,,304154.7179,2764778.129,121.536455,24.99001
JM0JM20011,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,3.07719,28.025478,18.585001,34.2986,1051125,主幹傾斜,304154.9761,2764777.088,121.536458,24.99
JM0JM20012,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,2.83375,27.707006,18.373807,39.4828,1051125,主幹傾斜,304153.3043,2764776.498,121.536441,24.989995
JM0JM20013,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,9.52379,58.280255,38.648353,143.7312,1051125,,304154.2579,2764772.466,121.53645,24.989958
JM0JM20014,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,2.77484,27.707006,18.373807,29.3036,1051125,主幹傾斜,304152.1153,2764770.441,121.536429,24.98994
JM0JM20015,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,3.07825,21.974522,14.57233,35.133,1051125,,304153.5177,2764769.864,121.536443,24.989935
JM0JM20016,臺灣海棗,Phoenix hanceana,棕櫚科,景美,高灘地南區管理站,3.26384,30.89172,20.485739,36.4248,1051125,,304152.1279,2764768.495,121.536429,24.989923
JM0JM20017,黃椰子,Chrysalidocarpus,棕櫚科,景美,高灘地南區管理站,8.60845,0,1.200555,59.419125,1051125,,304202.4026,2764660.626,121.536923,24.988947
JM0MZ20001,黃椰子,Chrysalidocarpus,棕櫚科,木柵,高灘地南區管理站,8.47735,0,3.123954,30.971462,1051125,,305012.386,2764182.316,121.544927,24.9846
JM0MZ20002,檳榔,Areca catechu,棕櫚科,木柵,高灘地南區管理站,7.56399,13.375796,21.319357,36.046882,1051125,,305034.8694,2764141.562,121.545148,24.984231
JM0DN20001,大王椰子,Roystonea regia,棕櫚科,道南,高灘地南區管理站,10.7443,41.878981,29.188807,48.571417,1051125,,305992.529,2763388.468,121.554604,24.977397
JM0DN20002,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.62675,8.43949,1.923023,249.197,1051125,,308587.4567,2765812.608,121.580408,24.999184
JM0DN20003,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.55495,8.757962,1.731824,224.733,1051125,,308585.3474,2765810.609,121.580387,24.999166
JM0DN20004,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.54072,9.55414,1.359692,224.578,1051125,,308583.5681,2765808.875,121.580369,24.99915
JM0DN20005,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,4.44059,8.598726,0.974464,258.978,1051125,,308581.3593,2765806.998,121.580347,24.999134
JM0DN20006,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,2.97169,11.146497,1.580704,194.311,1051125,,308579.8562,2765805.827,121.580332,24.999123
JM0DN20007,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.17752,10.191083,1.261483,176.088,1051125,,308577.7055,2765805.016,121.580311,24.999116
JM0DN20008,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,4.32823,9.55414,2.96761,268.638,1051125,,308575.6352,2765804.28,121.58029,24.999109
JM0DN20009,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.50744,8.917197,2.614138,214.792,1051125,,308573.4799,2765803.125,121.580269,24.999099
JM0DN20010,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.29691,8.757962,2.901106,226.869,1051125,,308571.0045,2765801.755,121.580244,24.999087
JM0DN20011,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.36622,11.146497,2.206245,210.264,1051125,,308568.801,2765800.551,121.580223,24.999076
JM0DN20012,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.60026,9.872611,2.312953,225.328,1051125,,308567.1095,2765799.99,121.580206,24.999071
JM0DN20013,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.10673,9.076433,2.570247,208.498,1051125,,308564.7323,2765798.788,121.580182,24.99906
JM0DN20014,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.12792,11.942675,2.60732,184.009,1051125,,308563.1802,2765797.282,121.580167,24.999047
JM0DN20015,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,4.04138,7.961783,3.15315,0,1051125,,308522.1309,2765773.454,121.579759,24.998833
JM0DN20016,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,4.20552,8.917197,1.83502,0,1051125,,308514.1848,2765768.93,121.57968,24.998792
JM0DN20017,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.64978,9.55414,1.646266,0,1051125,,308510.2659,2765766.178,121.579641,24.998768
JM0DN20018,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.80027,10.987261,1.653859,0,1051125,,308508.4211,2765765.28,121.579623,24.99876
JM0DN20019,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.72489,9.55414,1.88405,0,1051125,,308506.3107,2765764.325,121.579602,24.998751
JM0DN20020,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.79604,9.235669,2.005107,0,1051125,,308503.8477,2765762.654,121.579578,24.998736
JM0DN20021,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,2.81266,9.235669,2.961983,0,1051125,,308497.5534,2765757.991,121.579515,24.998694
JM0DN20022,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.24279,9.235669,2.250902,0,1051125,,308495.7304,2765757.038,121.579497,24.998686
JM0DN20023,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,2.95424,7.643312,2.616248,0,1051125,,308493.61,2765755.744,121.579476,24.998674
JM0DN20024,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,4.37197,7.802548,2.378228,0,1051125,,308491.367,2765753.836,121.579454,24.998657
JM0DN20025,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,4.04072,10.509554,3.321383,0,1051125,,308489.4652,2765752.832,121.579435,24.998648
JM0DN20026,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.88437,6.847134,2.354892,0,1051125,,308486.978,2765751.39,121.57941,24.998635
JM0DN20027,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,4.69706,8.43949,1.88855,0,1051125,,308485.1651,2765749.944,121.579392,24.998622
JM0DN20028,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.10547,7.484076,1.997275,0,1051125,,308483.1414,2765748.706,121.579372,24.998611
JM0DN20029,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,4.0427,7.802548,1.72097,0,1051125,,308480.8739,2765747.454,121.579349,24.9986
JM0DN20030,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.87734,8.598726,2.381557,0,1051125,,308478.5916,2765745.446,121.579327,24.998582
JM0DN20031,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,2.3873,9.235669,2.598653,0,1051125,,308476.4951,2765744.496,121.579306,24.998573
JM0DN20032,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.76099,18.789809,1.670398,0,1051125,,308473.8896,2765743.889,121.57928,24.998568
JM0DN20033,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.76115,6.687898,2.008258,0,1051125,,308472.2998,2765742.604,121.579264,24.998556
JM0DN20034,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,4.46918,9.713376,3.023412,0,1051125,,308470.6713,2765741.022,121.579248,24.998542
JM0DN20035,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.81529,9.713376,3.337368,0,1051125,,308468.6815,2765739.388,121.579228,24.998528
JM0DN20036,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.30685,9.55414,11.523668,0,1051125,,308141.0665,2765559.346,121.575975,24.996915
JM0DN20037,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.98329,8.280255,9.987179,0,1051125,,308139.2204,2765556.851,121.575957,24.996892
JM0DN20038,羅比親王海棗,Phoenix humilis,棕櫚科,道南,高灘地南區管理站,3.24951,10.828025,13.060157,0,1051125,主幹傾斜,308136.3103,2765555.449,121.575928,24.99688
JM0DN20039,臺灣海棗,Phoenix hanceana,棕櫚科,道南,高灘地南區管理站,4.70243,51.910828,19.247227,16.661429,1051125,,308117.4998,2765567.117,121.575742,24.996986
JM0DN20040,臺灣海棗,Phoenix hanceana,棕櫚科,道南,高灘地南區管理站,5.29083,46.815287,17.320456,0,1051125,,308103.7264,2765561.673,121.575605,24.996937
XD0ZZ20188,華盛頓椰子,Washingtonia filifera,棕櫚科,中正,高灘地南區管理站,4.02717,38.375796,35.621162,48.2,1051231,,302018.5499,2768430.669,121.515433,25.02306
XD0HZ20976,華盛頓椰子,Washingtonia filifera,棕櫚科,華中,高灘地南區管理站,3.43296,8.598726,2.021161,10.8,1051225,無托痕,299535.3372,2768451.958,121.490829,25.023335
XD0HZ20977,華盛頓椰子,Washingtonia filifera,棕櫚科,華中,高灘地南區管理站,3.33591,8.598726,2.440308,10.8,1051225,無托痕,299555.4092,2768401.471,121.491026,25.022879
XD0HZ20978,華盛頓椰子,Washingtonia filifera,棕櫚科,華中,高灘地南區管理站,2.40919,9.55414,4.894445,12,1051225,測量1m無托痕,299569.5368,2768370.277,121.491165,25.022596
SS0SX20012,孔雀椰子,Caryota urens,棕櫚科,雙溪,高灘地北區管理站,3.5785,0,0.655382,26,1051104,無法測量,303711.2165,2777006.955,121.532539,25.100426
