樹籍編碼,樹種,學名,科別,河濱公園,管理單位,樹高m,胸高直徑cm,樹冠投影面,推估樹齡_y,資料日期,備註,經度_TWD97,緯度_TWD97,經度_WGS84,緯度_WGS84
XD0CT20001,蒲葵,Livistona chinensis,棕櫚科,古亭,高灘地南區管理站,8.74279,24.203822,22.098282,190.370333,1051231,,302513.8924,2768167.168,121.520331,25.020664
XD0CT20002,蒲葵,Livistona chinensis,棕櫚科,古亭,高灘地南區管理站,5.78943,22.929936,17.984537,122.6795,1051231,測量1m多主幹2枝,302459.0437,2768137.376,121.519786,25.020396
XD0CT20003,蒲葵,Livistona chinensis,棕櫚科,古亭,高灘地南區管理站,5.96935,25.796178,20.232604,122.528,1051231,測量0.5m,302460.6471,2768137.033,121.519802,25.020393
XD0CT20004,蒲葵,Livistona chinensis,棕櫚科,古亭,高灘地南區管理站,10.2118,18.152866,7.262468,0,1051231,脫痕不明顯,302693.6078,2768075.173,121.522108,25.019827
XD0CT20005,蒲葵,Livistona chinensis,棕櫚科,古亭,高灘地南區管理站,10.093,20.700637,9.631909,0,1051231,脫痕不明顯,302695.1416,2768080.427,121.522123,25.019874
XD0CT20006,蒲葵,Livistona chinensis,棕櫚科,古亭,高灘地南區管理站,9.99861,19.585987,11.430978,0,1051231,脫痕不明顯,302696.5271,2768084.492,121.522137,25.019911
XD0CT20007,黃椰子,Chrysalidocarpus,棕櫚科,古亭,高灘地南區管理站,6.94893,21.815287,6.94893,239.9835,1051231,,302762.1935,2768053.921,121.522786,25.019633
XD0CT20008,黃椰子,Chrysalidocarpus,棕櫚科,古亭,高灘地南區管理站,7.75887,0,71.804066,81.369571,1051231,叢生,302747.4312,2767926.493,121.522635,25.018483
XD0ZZ20001,酒瓶椰子,Mascarena lagenicaulis,棕櫚科,中正,高灘地南區管理站,2.64517,17.038217,28.122375,0,1051231,測量1m尺放地上,301724.4763,2768488.78,121.512521,25.023594
XD0ZZ20002,棍棒椰子,Mascarena verschaffeltii,棕櫚科,中正,高灘地南區管理站,2.92691,13.535032,23.185297,0,1051231,測量0.8m,301728.8843,2768498.248,121.512565,25.02368
XDMCD20001,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.62079,22.292994,7.106283,196.852333,1051230,,300915.9692,2768019.053,121.504493,25.019381
XDMCD20002,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.20894,20.541401,6.816851,166.434286,1051230,,300912.3728,2768022.677,121.504457,25.019414
XDMCD20003,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.45973,21.496815,9.233254,150.584,1051230,,300908.941,2768026.903,121.504423,25.019452
XDMCD20004,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.02389,20.700637,13.219582,120.488889,1051230,,300906.3762,2768030.929,121.504398,25.019488
XDMCD20005,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.56311,20.700637,10.576616,143.423429,1051230,,300903.43,2768035.255,121.504369,25.019528
XDMCD20006,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.36693,22.292994,11.429078,121.0545,1051230,,300907.018,2768037.964,121.504405,25.019552
XDMCD20007,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.29263,25.477707,9.384893,139.77525,1051230,,300909.2038,2768033.919,121.504426,25.019515
XDMCD20008,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.97653,22.929936,8.8403,144.096,1051230,,300912.05,2768029.729,121.504454,25.019477
XDMCD20009,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,9.62857,26.910828,8.863103,261.473667,1051230,,300915.263,2768025.639,121.504486,25.01944
XDMCD20010,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.46901,21.496815,7.314955,142.98875,1051230,,300917.8035,2768020.663,121.504511,25.019395
XDMCD20011,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,9.14267,27.070064,10.812901,137.295556,1051230,,300922.7737,2768024.395,121.50456,25.019429
XDMCD20012,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.78575,23.566879,11.486719,116.1548,1051230,,300919.5471,2768027.908,121.504528,25.019461
XDMCD20013,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.54072,20.22293,7.154823,127.142667,1051230,,300916.7005,2768032.715,121.5045,25.019504
XDMCD20014,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.68862,22.929936,10.366423,116.1546,1051230,,300913.1232,2768036.861,121.504465,25.019542
XDMCD20015,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.82756,21.656051,7.828523,169.513667,1051230,,300910.4231,2768040.321,121.504439,25.019573
XDMCD20016,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.78171,21.33758,13.975409,161.234,1051230,,300921.7859,2768048.349,121.504551,25.019645
XDMCD20017,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.95965,20.700637,13.655145,107.2,1051230,,300924.1898,2768045.245,121.504575,25.019617
XDMCD20018,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.42639,25.159236,8.394704,102.664727,1051230,,300926.8262,2768041.872,121.504601,25.019587
XDMCD20019,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.16224,23.407643,10.168797,151.45275,1051230,,300929.5984,2768037.886,121.504628,25.01955
XDMCD20020,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.85586,24.681529,12.666436,169.92,1051230,,300932.0615,2768034.593,121.504653,25.019521
XDMCD20021,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,9.69846,25.159236,10.960845,98.420429,1051230,,300936.2363,2768036.907,121.504694,25.019541
XDMCD20022,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.39184,22.611465,7.529105,154.356,1051230,,300934.142,2768039.831,121.504674,25.019568
XDMCD20023,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.26225,21.019108,10.474651,82.594667,1051230,,300931.3665,2768043.466,121.504646,25.019601
XDMCD20024,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.33472,21.815287,10.452552,134.843556,1051230,,300927.5874,2768048.324,121.504609,25.019645
XDMCD20025,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.78305,21.33758,13.200419,91.347,1051230,,300924.9389,2768052.548,121.504583,25.019683
XDMCD20026,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.55133,21.33758,13.132782,148.75,1051230,,300928.3638,2768055.006,121.504617,25.019705
XDMCD20027,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.65284,22.611465,9.118699,121.0746,1051230,,300931.5185,2768051.296,121.504648,25.019671
XDMCD20028,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,7.84591,21.496815,9.369811,195.278667,1051230,,300934.5858,2768047.611,121.504678,25.019638
XDMCD20029,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,8.40289,22.452229,8.471912,103.07,1051230,,300937.23,2768043.796,121.504704,25.019604
XDMCD20030,蒲葵,Livistona chinensis,棕櫚科,馬場町紀念公園,高灘地南區管理站,9.06554,21.656051,7.488364,140.3554,1051230,,300940.0916,2768040.124,121.504732,25.01957
XD0FH20001,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,9.72025,24.203822,35.24776,108.713,1060101,測量1.2m,303995.1997,2765749.789,121.534913,24.998787
XD0FH20002,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,11.4334,24.522293,35.711547,334.886667,1060101,,303993.5685,2765750.204,121.534897,24.998791
XD0FH20003,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,12.0727,23.248408,33.856401,118.1538,1060101,,303991.2972,2765750.269,121.534874,24.998792
XD0FH20004,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,9.78092,23.566879,34.320188,208.86,1060101,,303988.6417,2765750.55,121.534848,24.998794
XD0FH20005,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,9.73115,22.292994,32.465042,140.2645,1060101,,303986.128,2765751.11,121.534823,24.9988
XD0FH20006,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,10.3036,21.974522,32.001256,172.50625,1060101,,303984.0607,2765750.812,121.534803,24.998797
XD0FH20007,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,8.97,21.33758,31.073683,104.956,1060101,,303980.9563,2765750.839,121.534772,24.998797
XD0FH20008,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,9.2973,22.292994,32.465042,130.045667,1060101,,303976.037,2765750.143,121.534723,24.998791
XD0FH20009,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,9.72929,23.248408,33.856401,243.149,1060101,,303975.9132,2765753.468,121.534722,24.998821
XD0FH20010,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,7.47441,21.656051,31.53747,153.564667,1060101,,303964.2835,2765753.788,121.534607,24.998825
XD0FH20011,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,7.29795,22.292994,32.465042,216.250333,1060101,,303962.0416,2765754.058,121.534585,24.998827
XD0FH20012,大王椰子,Roystonea regia,棕櫚科,福和,高灘地南區管理站,11.2887,57.961783,27.098355,29.488682,1060101,,303799.7734,2766697.578,121.533014,25.007351
XD0FH20013,大王椰子,Roystonea regia,棕櫚科,福和,高灘地南區管理站,11.4379,44.904459,36.909186,41.166688,1060101,,303795.4275,2766702.726,121.532971,25.007398
XD0FH20014,大王椰子,Roystonea regia,棕櫚科,福和,高灘地南區管理站,12.9925,32.165605,32.405486,410.048,1060101,,303791.2352,2766713.121,121.53293,25.007492
XD0FH20015,大王椰子,Roystonea regia,棕櫚科,福和,高灘地南區管理站,15.5897,28.66242,38.88334,377.3076,1060101,,303791.0309,2766716.008,121.532928,25.007518
XD0FH20016,大王椰子,Roystonea regia,棕櫚科,福和,高灘地南區管理站,15.2522,41.242038,30.510268,375.796667,1060101,,303782.8748,2766762.017,121.532849,25.007933
XD0FH20017,大王椰子,Roystonea regia,棕櫚科,福和,高灘地南區管理站,13.7592,40.764331,27.523693,506.28,1060101,,303779.5869,2766766.886,121.532817,25.007977
XD0FH20018,大王椰子,Roystonea regia,棕櫚科,福和,高灘地南區管理站,12.3542,27.707006,15.267504,244.6085,1060101,,303779.2556,2766776.313,121.532814,25.008063
XD0FH20019,大王椰子,Roystonea regia,棕櫚科,福和,高灘地南區管理站,10.7768,32.643312,4.039774,190.2605,1060101,,303779.5766,2766784.672,121.532817,25.008138
XD0FH20020,大王椰子,Roystonea regia,棕櫚科,福和,高灘地南區管理站,10.4834,21.815287,4.769286,230.917667,1060101,,303779.5605,2766787.753,121.532817,25.008166
XD0FH20021,大王椰子,Roystonea regia,棕櫚科,福和,高灘地南區管理站,12.8349,38.694268,3.436283,271.310333,1060101,,303777.2501,2766784.998,121.532794,25.008141
XD0FH20022,蒲葵,Livistona chinensis,棕櫚科,福和,高灘地南區管理站,11.7816,22.292994,32.465042,363.5765,1060101,,303994.9453,2765751.736,121.534911,24.998805
XD0HZ20001,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.8987,20.382166,11.602311,170.894364,1051216,,299510.5585,2768532.125,121.490586,25.02406
XD0HZ20002,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.3986,20.382166,11.602311,159.095,1051216,,299512.2908,2768529.402,121.490603,25.024035
XD0HZ20003,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.9012,22.611465,12.871314,155.631,1051216,,299514.4224,2768526.048,121.490624,25.024005
XD0HZ20004,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.8361,21.815287,12.418099,128.677833,1051216,,299515.8385,2768522.704,121.490638,25.023974
XD0HZ20005,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.5957,20.063694,11.421025,166.799,1051216,,299516.9438,2768519.763,121.490649,25.023948
XD0HZ20006,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.337,23.248408,13.233886,155.207,1051216,,299518.0905,2768517.72,121.49066,25.023929
XD0HZ20007,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.2808,23.248408,13.233886,163.494182,1051216,,299519.279,2768514.393,121.490672,25.023899
XD0HZ20008,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,5.33149,19.585987,11.36323,44.997333,1051216,,299521.3358,2768509.497,121.490692,25.023855
XD0HZ20009,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,13.6328,23.88535,13.857597,196.5158,1051216,,299522.6108,2768506.045,121.490705,25.023824
XD0HZ20010,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.1771,23.248408,13.488061,122.416429,1051216,,299523.7051,2768503.122,121.490715,25.023797
XD0HZ20011,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.8534,25.318471,14.689053,113.534167,1051216,,299524.9398,2768500.23,121.490728,25.023771
XD0HZ20012,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.5015,27.388535,15.890045,194.1086,1051216,,299525.8353,2768497.364,121.490736,25.023745
XD0HZ20013,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.393,27.070064,15.705277,170.4768,1051216,,299526.9265,2768494.536,121.490747,25.02372
XD0HZ20014,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.5118,25.636943,14.873821,102.3896,1051216,,299528.3446,2768491.824,121.490761,25.023695
XD0HZ20015,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.542,25,14.504285,175.972,1051216,,299529.2558,2768488.459,121.49077,25.023665
XD0HZ20016,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.5187,24.840764,14.411901,187.8226,1051216,,299530.5891,2768485.351,121.490783,25.023637
XD0HZ20017,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.9116,22.770701,13.210909,155.5202,1051216,,299529.8154,2768483.28,121.490775,25.023618
XD0HZ20018,棕櫚,Trachycarpus fortunei,棕櫚科,華中,高灘地南區管理站,3.21422,14.968153,11.577913,0,1051216,無托痕,299525.8788,2768474.066,121.490736,25.023535
XD0HZ20019,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.34766,21.33758,12.800728,136.900222,1051216,,299534.8039,2768478.346,121.490825,25.023573
XD0HZ20020,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.7334,25,22.340375,131.8785,1051216,,299536.3174,2768471.629,121.490839,25.023513
XD0HZ20021,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.344,21.656051,12.955086,127.044167,1051216,,299538.4149,2768466.269,121.49086,25.023464
XD0HZ20022,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.2715,25.796178,15.431794,129.446,1051216,,299539.1755,2768461.865,121.490867,25.023424
XD0HZ20023,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.0071,25,14.955504,109.82,1051216,,299540.304,2768458.776,121.490878,25.023396
XD0HZ20024,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.746,30.254777,18.099018,163.8022,1051216,,299540.5536,2768455.023,121.490881,25.023362
XD0HZ20025,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.08668,20.859873,12.478797,136.574444,1051216,,299541.2674,2768451.889,121.490888,25.023334
XD0HZ20026,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.3567,23.407643,14.002924,200.0665,1051216,,299542.445,2768448.645,121.490899,25.023305
XD0HZ20027,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.3024,25.159236,15.050762,135.314833,1051216,,299544.1662,2768445.375,121.490916,25.023275
XD0HZ20028,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.7448,22.611465,6.997888,167.8596,1051216,,299545.33,2768440.795,121.490927,25.023234
XD0HZ20029,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.4748,22.133758,17.954497,140.974667,1051216,,299546.62,2768437.26,121.49094,25.023202
XD0HZ20030,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.9533,28.503185,23.121258,149.219833,1051216,,299548.6807,2768432.826,121.49096,25.023162
XD0HZ20031,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.9933,21.974522,17.825328,138.2124,1051216,,299550.7326,2768428.253,121.490981,25.02312
XD0HZ20032,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.13996,25.796178,11.225227,123.8374,1051216,,299552.8826,2768423.928,121.491002,25.023081
XD0HZ20033,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.9614,21.178344,10.344628,127.769667,1051216,,299555.6944,2768419.826,121.491029,25.023044
XD0HZ20034,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.1823,21.33758,10.422407,110.928,1051216,,299557.8945,2768415.609,121.491051,25.023006
XD0HZ20035,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.576,20.382166,9.955732,154.353,1051216,,299559.0703,2768412.241,121.491063,25.022976
XD0HZ20036,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.1903,21.496815,10.500186,191.0205,1051216,,299559.9595,2768408.914,121.491071,25.022946
XD0HZ20037,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.5091,22.929936,11.200199,145.297333,1051216,,299560.4363,2768406.53,121.491076,25.022924
XD0HZ20038,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.3743,21.33758,10.422407,170.4114,1051216,,299559.9863,2768404.274,121.491071,25.022904
XD0HZ20039,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.1084,26.592357,12.98912,109.162714,1051216,,299561.5009,2768402.222,121.491086,25.022885
XD0HZ20040,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.4727,21.974522,10.733524,191.65525,1051216,,299562.8492,2768398.357,121.4911,25.02285
XD0HZ20041,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,13.2588,25.636943,12.522445,115.546533,1051216,,299563.7858,2768395.88,121.491109,25.022828
XD0HZ20042,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.8162,22.770701,11.12242,131.816727,1051216,,299565.4752,2768392.738,121.491125,25.022799
XD0HZ20043,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.5679,25.159236,12.289107,175.1452,1051216,,299567.1807,2768388.394,121.491142,25.02276
XD0HZ20044,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.5374,22.133758,10.811303,109.703,1051216,,299569.203,2768384.672,121.491162,25.022726
XD0HZ20045,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.56696,21.33758,10.422407,123.750333,1051216,,299571.5641,2768380.996,121.491185,25.022693
XD0HZ20046,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.258,24.522293,11.97799,184.9785,1051216,,299573.1791,2768376.643,121.491201,25.022654
XD0HZ20047,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.2175,28.343949,13.84469,123.882125,1051216,,299574.2908,2768372.642,121.491212,25.022618
XD0HZ20048,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.22223,21.656051,10.577966,143.166,1051216,,299575.74,2768369.073,121.491226,25.022585
XD0HZ20049,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,12.782,20.063694,9.800174,258.156286,1051216,,299576.7473,2768365.595,121.491236,25.022554
XD0HZ20050,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.8128,26.273885,12.833561,185.589091,1051216,,299578.3976,2768362.413,121.491252,25.022525
XD0HZ20051,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.7245,27.707006,13.533574,113.113571,1051216,,299582.1162,2768354.498,121.491289,25.022454
XD0HZ20052,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,11.4534,23.88535,11.666874,171.102,1051216,,299583.4263,2768351.394,121.491302,25.022426
XD0HZ20053,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.7565,23.726115,11.198304,161.8876,1051216,,299585.5583,2768346.337,121.491323,25.02238
XD0HZ20054,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.05436,19.426752,10.064059,94.225667,1051216,,299588.2217,2768337.862,121.491349,25.022303
XD0HZ20055,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.7094,22.770701,4.295914,118.606,1051216,,299590.7757,2768334.198,121.491374,25.02227
XD0HZ20056,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.2674,24.522293,4.626369,190.589,1051216,,299592.0079,2768330.783,121.491386,25.022239
XD0HZ20057,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.24065,20.063694,3.785211,80.130615,1051216,,299593.5456,2768326.35,121.491401,25.022199
XD0HZ20058,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.93488,19.904459,3.75517,135.82775,1051216,,299595.372,2768322.712,121.491419,25.022166
XD0HZ20059,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.1037,23.88535,4.506203,169.003333,1051216,,299596.9755,2768319.559,121.491435,25.022138
XD0HZ20060,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.54305,21.974522,0.540744,97.5308,1051216,,299598.9531,2768314.864,121.491454,25.022095
XD0HZ20061,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.62704,21.019108,12.232447,175.81775,1051216,,299601.866,2768307.61,121.491483,25.02203
XD0HZ20062,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,6.33352,21.974522,13.256336,116.683667,1051216,,299604.0927,2768303.626,121.491505,25.021994
XD0HZ20063,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.59935,21.974522,10.755754,97.2502,1051216,,299605.6628,2768299.964,121.49152,25.02196
XD0HZ20064,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.07462,22.452229,9.046698,157.241,1051216,,299607.0114,2768296.134,121.491533,25.021926
XD0HZ20065,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.4587,21.33758,12.796918,130.584,1051216,,299608.3734,2768290.373,121.491547,25.021874
XD0HZ20066,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,10.7857,22.292994,13.369915,95.35325,1051216,,299610.7019,2768286.302,121.49157,25.021837
XD0HZ20067,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,6.67269,21.815287,5.931727,67.44075,1051216,,299624.6337,2768255.805,121.491707,25.021561
XD0HZ20068,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.22497,25.796178,22.975361,135.543,1051216,,299626.964,2768243.021,121.491729,25.021446
XD0HZ20069,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.24618,21.33758,19.004311,76.831333,1051216,,299629.3004,2768239.495,121.491752,25.021414
XD0HZ20070,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.21082,26.751592,23.826301,142.0335,1051216,,299630.5939,2768236.966,121.491765,25.021391
XD0HZ20071,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.67874,24.203822,21.557129,186.173,1051216,,299632.0299,2768233.734,121.491779,25.021362
XD0HZ20072,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.07106,24.840764,22.124422,179.595667,1051216,,299633.4032,2768229.72,121.491793,25.021325
XD0HZ20073,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.04037,21.815287,19.429781,125.245333,1051216,,299635.5634,2768227.334,121.491814,25.021304
XD0HZ20074,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.48388,22.929936,20.422543,110.94,1051216,,299635.6309,2768224.625,121.491814,25.021279
XD0HZ20075,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.15176,24.044586,21.415306,131.9718,1051216,,299637.2532,2768221.099,121.49183,25.021247
XD0HZ20076,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.27444,25.477707,22.691715,221.624,1051216,,299638.5466,2768218.051,121.491843,25.02122
XD0HZ20077,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.40048,22.929936,14.534974,159.793667,1051216,,299640.9503,2768209.988,121.491867,25.021147
XD0HZ20078,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.84029,22.133758,14.030287,125.523667,1051216,,299642.161,2768206.793,121.491878,25.021118
XD0HZ20079,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.01632,20.22293,12.819039,146.071667,1051216,,299643.2604,2768203.046,121.491889,25.021084
XD0HZ20080,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.02443,18.630573,18.753155,114.741667,1051216,,299645.9491,2768196.948,121.491916,25.021029
XD0HZ20081,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,6.87752,22.611465,21.94413,119.666,1051216,,299650.5323,2768192.299,121.491961,25.020987
XD0HZ20082,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.34831,24.840764,24.107636,187.389333,1051216,,299651.166,2768189.138,121.491967,25.020958
XD0HZ20083,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.58454,23.88535,23.180419,182.739333,1051216,,299652.3705,2768185.299,121.491979,25.020924
XD0HZ20084,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.39927,22.929936,22.253203,161.972333,1051216,,299653.8786,2768181.415,121.491994,25.020889
XD0HZ20085,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,2.69212,30.732484,29.825473,0,1051216,測量0.2m無托痕,299655.3806,2768177.227,121.492008,25.020851
XD0HZ20086,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,7.35591,23.089172,22.407739,137.783667,1051216,,299658.2379,2768172.266,121.492037,25.020806
XD0HZ20087,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,9.09889,23.726115,16.719414,200.181333,1051216,,299660.5359,2768161.484,121.492059,25.020708
XD0HZ20088,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.48692,23.566879,29.557201,354.4025,1051216,,299667.1994,2768153.032,121.492125,25.020632
XD0HZ20089,蒲葵,Livistona chinensis,棕櫚科,華中,高灘地南區管理站,8.31264,25.636943,28.95024,177.496,1051216,,299668.7654,2768148.674,121.49214,25.020593
