樹籍編碼,樹種,學名,科別,河濱公園,管理單位,樹高_m,胸高直徑_cm,樹冠投影面,推估樹齡_y,資料日期,備註,經度_TWD97,緯度_TWD97,經度_WGS84,緯度_WGS84
JM0DN10156,榕樹,Ficus microcarpa,桑科,道南,高灘地南區管理站,10.2398,57.910359,64.580186,72.735411,1051125,多主幹3枝,307679.2762,2765011.482,121.571378,24.991986
JM0DN10157,桑樹,Morus australis,桑科,道南,高灘地南區管理站,4.50829,20.431866,9.412105,25.662424,1051125,多主幹3枝,307732.0277,2765307.803,121.571913,24.994659
JM0DN10158,桑樹,Morus australis,桑科,道南,高灘地南區管理站,5.57668,16.689387,7.688102,20.96187,1051125,多主幹2枝,307732.4737,2765306.912,121.571917,24.994651
JM0DN10159,桑樹,Morus australis,桑科,道南,高灘地南區管理站,3.13244,6.050955,2.787422,7.6,1051125,,307733.7998,2765306.452,121.57193,24.994647
JM0DN10160,桑樹,Morus australis,桑科,道南,高灘地南區管理站,3.17687,0,0.460658,0,1051125,DBH<6,307733.1022,2765305.702,121.571923,24.99464
JM0DN10161,榕樹,Ficus microcarpa,桑科,道南,高灘地南區管理站,6.48299,30.307112,53.87228,38.065733,1051125,多主幹3枝,307774.6105,2765363.158,121.572337,24.995158
JM0DN10162,流蘇,Chionanthus retusus,木犀科,道南,高灘地南區管理站,3.1538,6.528662,1.383889,8.2,1051125,,308323.4502,2765930.675,121.577798,25.00026
JM0DN10163,流蘇,Chionanthus retusus,木犀科,道南,高灘地南區管理站,3.54179,5.732484,1.601658,7.2,1051125,,308320.0107,2765928.293,121.577763,25.000239
JM0DN10164,流蘇,Chionanthus retusus,木犀科,道南,高灘地南區管理站,4.0699,5.414013,1.17424,6.8,1051125,,308316.3065,2765926.177,121.577727,25.00022
JM0DN10165,流蘇,Chionanthus retusus,木犀科,道南,高灘地南區管理站,3.68671,5.095541,1.14195,6.4,1051125,,308313.2638,2765924.192,121.577696,25.000202
JM0DN10166,流蘇,Chionanthus retusus,木犀科,道南,高灘地南區管理站,3.44327,5.414013,1.243704,6.8,1051125,,308309.6919,2765921.943,121.577661,25.000182
JM0DN10167,流蘇,Chionanthus retusus,木犀科,道南,高灘地南區管理站,3.31121,6.369427,0.832442,8,1051125,,308307.046,2765919.562,121.577635,25.00016
JM0DN10168,流蘇,Chionanthus retusus,木犀科,道南,高灘地南區管理站,3.34299,6.369427,0.88097,8,1051125,,308303.7387,2765917.71,121.577602,25.000144
XD0CT10001,臺灣海桐,Pittosporum pentandrum,海桐科,古亭,高灘地南區管理站,5.68134,22.631641,28.804789,28.425341,1051231,多主幹2枝,302338.8849,2768208.066,121.518598,25.021039
XD0CT10002,苦楝,Melia azedarach,楝科,古亭,高灘地南區管理站,10.4545,33.917197,38.926075,42.6,1051231,,302449.3025,2768183.103,121.519691,25.02081
XD0CT10003,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,10.7113,17.834395,20.468171,22.4,1051231,尺放地面,302452.869,2768182.234,121.519727,25.020802
XD0CT10004,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,9.50609,23.248408,26.681723,29.2,1051231,,302454.7432,2768181.947,121.519745,25.020799
XD0CT10005,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,10.5235,30.732484,35.271045,38.6,1051231,主幹傾斜,302457.4227,2768180.988,121.519772,25.02079
XD0CT10006,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,9.00062,23.248408,26.681723,29.2,1051231,,302460.4328,2768180.48,121.519801,25.020786
XD0CT10007,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,7.89753,14.012739,16.082134,17.6,1051231,,302463.0986,2768179.735,121.519828,25.020779
XD0CT10008,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,8.73317,22.611465,25.950717,28.4,1051231,,302469.0493,2768179.253,121.519887,25.020774
XD0CT10009,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,9.06705,15.923567,18.275153,20,1051231,,302472.5429,2768178.384,121.519921,25.020766
XD0CT10010,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,8.30496,32.324841,37.09856,40.6,1051231,,302476.1905,2768176.801,121.519957,25.020752
XD0CT10011,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,3.05524,0,7.722427,0,1051231,DBH<6,302490.2651,2768172.095,121.520097,25.020709
XD0CT10012,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,4.55958,11.783439,11.524798,14.8,1051231,,302491.1658,2768174.974,121.520106,25.020735
XD0CT10013,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,4.6537,7.324841,11.762695,9.2,1051231,,302492.9454,2768174.435,121.520123,25.02073
XD0CT10014,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,4.82807,0,12.203433,0,1051231,DBH<6,302495.8273,2768174.323,121.520152,25.020729
XD0CT10015,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,7.17648,0,18.139276,0,1051231,DBH<6,302497.0496,2768174.044,121.520164,25.020726
XD0CT10016,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,6.7618,9.55414,17.091131,12,1051231,,302499.2273,2768173.617,121.520186,25.020722
XD0CT10017,構樹,Broussonetia papyrifera,桑科,古亭,高灘地南區管理站,3.37358,0,8.527063,0,1051231,DBH<6,302502.9957,2768172.012,121.520223,25.020708
XD0CT10018,茄苳,Bischofia javanica,大戟科,古亭,高灘地南區管理站,8.70059,33.280255,21.991618,41.8,1051231,,302507.3612,2768171.136,121.520266,25.0207
XD0CT10019,山黃麻,Trema orientalis,榆科,古亭,高灘地南區管理站,7.53432,17.038217,19.043753,21.4,1051231,,302510.7856,2768170.333,121.5203,25.020692
XD0CT10020,茄苳,Bischofia javanica,大戟科,古亭,高灘地南區管理站,11.2789,43.471338,28.508556,54.6,1051231,,302522.6754,2768166.877,121.520418,25.020661
XD0CT10021,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,8.67672,86.461889,169.660822,108.596133,1051231,測量1.5m多主幹5枝含氣根,302468.8463,2768153,121.519884,25.020537
XD0CT10023,雀榕,Ficus subpisocarpa,桑科,古亭,高灘地南區管理站,12.4827,51.910828,12.4827,65.2,1051231,,302551.2381,2768086.118,121.520698,25.019931
XD0CT10024,重瓣木槿,Hibiscus syriacus,錦葵科,古亭,高灘地南區管理站,1.63355,0,0.978971,0,1051231,,302540.2178,2768087.872,121.520588,25.019947
XD0CT10025,番石榴,Psidium guajava,桃金孃科,古亭,高灘地南區管理站,3.43121,12.83799,7.992698,16.124515,1051231,多主幹2枝,302537.6763,2768090.682,121.520563,25.019972
XD0CT10026,番石榴,Psidium guajava,桃金孃科,古亭,高灘地南區管理站,4.65445,19.788836,8.690887,24.854778,1051231,測量1m多主幹3枝,302533.1187,2768093.692,121.520518,25.02
XD0CT10027,番石榴,Psidium guajava,桃金孃科,古亭,高灘地南區管理站,4.03352,10.828025,10.897504,13.6,1051231,測量1.4m,302529.2779,2768096.778,121.52048,25.020028
XD0CT10028,朴樹,Celtis sinensis,榆科,古亭,高灘地南區管理站,7.76416,51.273885,48.741921,64.4,1051231,,302525.1051,2768091.978,121.520439,25.019984
XD0CT10029,披針葉饅頭果,Glochidion zeylanicum,大戟科,古亭,高灘地南區管理站,8.08891,46.209083,43.927224,58.038608,1051231,多主幹2枝,302520.3342,2768096.011,121.520392,25.020021
XD0CT10030,番石榴,Psidium guajava,桃金孃科,古亭,高灘地南區管理站,4.27533,16.533693,21.145586,20.766319,1051231,多主幹3枝,302524.1666,2768099.388,121.52043,25.020051
XD0CT10031,榕樹,Ficus microcarpa,桑科,古亭,高灘地南區管理站,11.9254,60.863447,137.399454,76.44449,1051231,多主幹5枝,302516.2133,2768104.629,121.520351,25.020099
XD0CT10032,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,9.62044,93.630573,37.070064,117.6,1051231,測量1.1m僅量主幹,302528.8548,2768112.96,121.520477,25.020174
XD0CT10033,馬拉巴栗,Pachira macrocarpa,木棉科,古亭,高灘地南區管理站,3.12601,11.146497,0.455138,14,1051231,,302518.4759,2768120.026,121.520374,25.020238
XD0CT10034,馬拉巴栗,Pachira macrocarpa,木棉科,古亭,高灘地南區管理站,2.36282,0,0.402751,0,1051231,DBH<6,302520.7982,2768122.046,121.520397,25.020256
XD0CT10035,馬拉巴栗,Pachira macrocarpa,木棉科,古亭,高灘地南區管理站,2.44616,0,0.416957,0,1051231,DBH<6,302521.0016,2768122.067,121.520399,25.020256
XD0CT10036,榕樹,Ficus microcarpa,桑科,古亭,高灘地南區管理站,6.33972,23.819442,6.33972,29.917219,1051231,多主幹2枝,302542.5892,2768119.362,121.520613,25.020231
XD0CT10037,榕樹,Ficus microcarpa,桑科,古亭,高灘地南區管理站,6.25019,27.4888,6.25019,34.525932,1051231,多主幹4枝,302543.7023,2768121.863,121.520624,25.020253
XD0CT10038,番石榴,Psidium guajava,桃金孃科,古亭,高灘地南區管理站,3.40614,0,3.40614,0,1051231,DBH<6,302543.3948,2768124.801,121.520621,25.02028
XD0CT10039,血桐,Macaranga tanarius,大戟科,古亭,高灘地南區管理站,2.95736,0,2.95736,0,1051231,DBH<6,302544.6243,2768127.438,121.520634,25.020304
XD0CT10040,茄苳,Bischofia javanica,大戟科,古亭,高灘地南區管理站,7.32061,36.549703,7.32061,45.906427,1051231,測量1m多主幹2枝,302545.428,2768131.664,121.520642,25.020342
XD0CT10041,苦楝,Melia azedarach,楝科,古亭,高灘地南區管理站,5.31848,29.299363,45.099917,36.8,1051231,,302548.4675,2768138.448,121.520672,25.020403
XD0CT10042,樟樹,Cinnamomum camphora,樟科,古亭,高灘地南區管理站,3.13532,8.280255,12.745629,10.4,1051231,,302547.8796,2768142.393,121.520666,25.020439
XD0CT10043,樟樹,Cinnamomum camphora,樟科,古亭,高灘地南區管理站,5.44273,17.130976,26.369364,21.516505,1051231,多主幹3枝,302548.034,2768144.239,121.520668,25.020455
XD0CT10044,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,7.25773,45.541401,7.25773,57.2,1051231,測量1m,302568.0621,2768138.749,121.520866,25.020405
XD0CT10045,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,6.3464,32.165605,6.3464,40.4,1051231,測量1.2m,302568.4911,2768132.653,121.52087,25.02035
XD0CT10046,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,8.15343,35.350318,8.15343,44.4,1051231,,302566.9285,2768124.749,121.520854,25.020279
XD0CT10047,阿勃勒,Cassia fistula,蘇木科,古亭,高灘地南區管理站,8.7224,19.426752,8.7224,24.4,1051231,測量1.1m,302565.2572,2768120.04,121.520838,25.020236
XD0CT10048,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,13.3114,60.509554,13.3114,76,1051231,,302563.8887,2768116.6,121.520824,25.020205
XD0CT10049,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,12.8627,81.210191,12.8627,102,1051231,,302561.9625,2768113.273,121.520805,25.020175
XD0CT10050,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,14.1395,122.292994,14.1395,153.6,1051231,近樹全包,302554.2609,2768112.912,121.520729,25.020172
XD0CT10051,番石榴,Psidium guajava,桃金孃科,古亭,高灘地南區管理站,4.08898,0,4.08898,0,1051231,DBH<6,302563.1481,2768104.005,121.520816,25.020092
XD0CT10052,朴樹,Celtis sinensis,榆科,古亭,高灘地南區管理站,10.0319,57.274837,10.0319,71.937195,1051231,多主幹3枝,302559.9783,2768098.737,121.520785,25.020044
XD0CT10053,榕樹,Ficus microcarpa,桑科,古亭,高灘地南區管理站,11.7759,55.333879,11.7759,69.499353,1051231,多主幹2枝尺放地面,302569.953,2768093.425,121.520883,25.019996
XD0CT10054,榕樹,Ficus microcarpa,桑科,古亭,高灘地南區管理站,12.8243,18.471338,12.8243,23.2,1051231,,302572.2222,2768094.109,121.520906,25.020002
XD0CT10055,茄苳,Bischofia javanica,大戟科,古亭,高灘地南區管理站,11.5088,39.012739,11.5088,49,1051231,,302573.461,2768098.408,121.520918,25.020041
XD0CT10056,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,12.7692,31.369427,12.7692,39.4,1051231,測量1m,302573.4253,2768101.449,121.520918,25.020068
XD0CT10057,茄苳,Bischofia javanica,大戟科,古亭,高灘地南區管理站,14.2691,53.184713,14.2691,66.8,1051231,,302574.5487,2768106.151,121.520929,25.020111
XD0CT10058,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,10.4567,57.006369,10.4567,71.6,1051231,,302572.1132,2768115.514,121.520905,25.020195
XD0CT10059,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,7.50477,46.496815,7.50477,58.4,1051231,,302573.0269,2768118.46,121.520915,25.020222
XD0CT10060,欖仁,Terminalia catappa,使君子科,古亭,高灘地南區管理站,9.16365,26.433121,9.16365,33.2,1051231,,302577.8814,2768127.034,121.520963,25.020299
XD0CT10061,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,8.81361,66.878981,8.81361,84,1051231,測量1.2m,302582.5716,2768133.606,121.52101,25.020358
XD0CT10062,榕樹,Ficus microcarpa,桑科,古亭,高灘地南區管理站,4.24046,25.285401,16.275062,31.758463,1051231,多主幹5枝,302585.3448,2768138.349,121.521037,25.020401
XD0CT10064,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,9.41303,39.171975,24.762153,49.2,1051231,含氣根,302594.8804,2768136.196,121.521132,25.020381
XD0CT10065,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,5.3497,35.987261,22.74897,45.2,1051231,測量1.2m,302593.1337,2768131.22,121.521114,25.020336
XD0CT10066,番石榴,Psidium guajava,桃金孃科,古亭,高灘地南區管理站,2.20183,0,2.20183,0,1051231,DBH<6,302585.7392,2768106.901,121.52104,25.020117
XD0CT10068,榕樹,Ficus microcarpa,桑科,古亭,高灘地南區管理站,12.7004,38.057325,12.7004,47.8,1051231,,302582.0579,2768103.548,121.521004,25.020087
XD0CT10069,苦楝,Melia azedarach,楝科,古亭,高灘地南區管理站,16.6653,61.152509,16.6653,76.807552,1051231,多主幹2枝,302581.035,2768100.387,121.520993,25.020058
XD0CT10070,茄苳,Bischofia javanica,大戟科,古亭,高灘地南區管理站,12.5099,45.22293,12.5099,56.8,1051231,,302578.1992,2768091.24,121.520965,25.019976
XD0CT10071,苦楝,Melia azedarach,楝科,古亭,高灘地南區管理站,12.5565,43.630573,12.5565,54.8,1051231,,302581.199,2768090.878,121.520995,25.019972
XD0CT10072,雀榕,Ficus subpisocarpa,桑科,古亭,高灘地南區管理站,10.5075,28.15546,10.5075,35.363258,1051231,多主幹2枝,302579.7135,2768094.669,121.52098,25.020007
XD0CT10073,茄苳,Bischofia javanica,大戟科,古亭,高灘地南區管理站,11.0529,34.806746,11.0529,43.717273,1051231,多主幹2枝,302583.4335,2768094.86,121.521017,25.020008
XD0CT10074,雀榕,Ficus subpisocarpa,桑科,古亭,高灘地南區管理站,15.6351,36.305732,15.6351,45.6,1051231,,302582.4773,2768099.586,121.521008,25.020051
XD0CT10075,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,17.8766,199.681529,17.8766,250.8,1051231,全包/含氣根,302568.491,2768078.833,121.520868,25.019864
XD0CT10076,島榕,Ficus virgata,桑科,古亭,高灘地南區管理站,5.68737,23.566879,5.68737,29.6,1051231,測量1m,302572.9955,2768064.928,121.520912,25.019738
XD0CT10077,印度橡膠樹,Ficus elastica,桑科,古亭,高灘地南區管理站,9.11494,0,254.003857,0,1051231,,302591.5905,2768075.118,121.521097,25.01983
XD0CT10079,榕樹,Ficus microcarpa,桑科,古亭,高灘地南區管理站,11.6637,137.657002,244.017178,172.897195,1051231,多主幹4枝,302606.7311,2768035.963,121.521245,25.019476
XD0CT10080,厚皮香,Ternstroemia gymnanthera,茶科,古亭,高灘地南區管理站,3.60759,10.031847,15.526522,12.6,1051231,,302648.6266,2768047.597,121.521661,25.019579
XD0CT10081,樹杞,Ardisia sieboldii,紫金牛科,古亭,高灘地南區管理站,8.84029,0,38.047271,0,1051231,形似灌木,302654.3041,2768049.786,121.521717,25.019599
XD0CT10082,白千層,Melaleuca leucadendra,桃金孃科,古亭,高灘地南區管理站,12.3914,56.687898,53.330712,71.2,1051231,,302652.6036,2768051.54,121.521701,25.019615
XD0CT10083,青剛櫟,Cyclobalanopsis glauca,殼斗科,古亭,高灘地南區管理站,9.36015,35.66879,40.28467,44.8,1051231,,302656.5332,2768051.081,121.521739,25.019611
XD0CT10084,白千層,Melaleuca leucadendra,桃金孃科,古亭,高灘地南區管理站,11.0413,51.592357,47.520086,64.8,1051231,,302660.0938,2768060.018,121.521775,25.019691
XD0CT10085,白千層,Melaleuca leucadendra,桃金孃科,古亭,高灘地南區管理站,11.7994,38.853503,50.782833,48.8,1051231,,302666.5373,2768061.809,121.521839,25.019707
XD0CT10086,榕樹,Ficus microcarpa,桑科,古亭,高灘地南區管理站,14.802,56.050955,63.70557,70.4,1051231,,302663.8569,2768056.398,121.521812,25.019658
XD0CT10087,白千層,Melaleuca leucadendra,桃金孃科,古亭,高灘地南區管理站,10.1209,41.719745,43.558823,52.4,1051231,,302666.0837,2768050.056,121.521834,25.019601
XD0CT10088,白千層,Melaleuca leucadendra,桃金孃科,古亭,高灘地南區管理站,11.5772,39.808917,38.667559,50,1051231,,302676.7101,2768053.993,121.521939,25.019636
XD0CT10089,白千層,Melaleuca leucadendra,桃金孃科,古亭,高灘地南區管理站,7.08422,40.44586,39.286239,50.8,1051231,,302686.1421,2768054.402,121.522033,25.019639
XD0CT10090,龍柏,Juniperus chinensis,柏科,古亭,高灘地南區管理站,5.51704,19.426752,18.869769,24.4,1051231,,302685.321,2768056.494,121.522025,25.019658
XD0CT10091,雀榕,Ficus subpisocarpa,桑科,古亭,高灘地南區管理站,12.0593,62.410632,60.621261,78.387754,1051231,多主幹5枝,302682.0644,2768058.74,121.521993,25.019679
XD0CT10092,白千層,Melaleuca leucadendra,桃金孃科,古亭,高灘地南區管理站,12.2381,46.178344,14.461015,58,1051231,,302694.7651,2768059.376,121.522119,25.019684
XD0CT10093,龍柏,Juniperus chinensis,柏科,古亭,高灘地南區管理站,4.84985,24.522293,13.07512,30.8,1051231,,302699.9962,2768060.317,121.52217,25.019692
XD0CT10094,樟樹,Cinnamomum camphora,樟科,古亭,高灘地南區管理站,5.81372,20.525966,2.867755,25.780613,1051231,多主幹3枝,302707.9432,2768063.735,121.522249,25.019723
XD0CT10095,樟樹,Cinnamomum camphora,樟科,古亭,高灘地南區管理站,3.24192,0,1.599154,0,1051231,DBH<6,302708.1882,2768063.684,121.522252,25.019723
XD0CT10096,茄苳,Bischofia javanica,大戟科,古亭,高灘地南區管理站,2.87891,0,19.012046,0,1051231,DBH<6,302715.6848,2768067.049,121.522326,25.019753
XD0CT10097,白千層,Melaleuca leucadendra,桃金孃科,古亭,高灘地南區管理站,5.77338,36.942675,38.126849,46.4,1051231,,302721.3286,2768068.298,121.522382,25.019764
XD0CT10098,九芎,Lagerstroemia subcostata,千屈菜科,古亭,高灘地南區管理站,10.2835,35.353187,67.911251,44.403603,1051231,多主幹5枝,302724.1008,2768071.072,121.52241,25.019789
XD0CT10099,白千層,Melaleuca leucadendra,桃金孃科,古亭,高灘地南區管理站,11.9751,50,79.082415,62.8,1051231,,302725.371,2768074.635,121.522422,25.019821
XD0CT10100,黃槿,Hibiscus tiliaceus,錦葵科,古亭,高灘地南區管理站,5.90663,42.676348,39.00682,53.601493,1051231,多主幹3枝尺放地面,302732.0214,2768076.279,121.522488,25.019835
XD0CT10101,羅漢松,Podocarpus macrophyllus,羅漢松科,古亭,高灘地南區管理站,3.79032,0,2.028378,0,1051231,DBH<6,302759.6729,2768076.726,121.522762,25.019838
XD0CT10102,羅漢松,Podocarpus macrophyllus,羅漢松科,古亭,高灘地南區管理站,4.50259,0,2.409547,0,1051231,DBH<6,302759.339,2768077.52,121.522759,25.019846
XD0CT10103,羅漢松,Podocarpus macrophyllus,羅漢松科,古亭,高灘地南區管理站,4.14498,0,2.218173,0,1051231,DBH<6,302759.0014,2768078.41,121.522756,25.019854
XD0CT10104,羅漢松,Podocarpus macrophyllus,羅漢松科,古亭,高灘地南區管理站,4.14554,0,2.218472,0,1051231,DBH<6,302758.4974,2768078.972,121.522751,25.019859
XD0CT10105,羅漢松,Podocarpus macrophyllus,羅漢松科,古亭,高灘地南區管理站,4.04137,0,2.162726,0,1051231,DBH<6,302757.9505,2768079.566,121.522745,25.019864
