Family,Name_S,Name_C,Endemic,Alien,Status,西元年,Month,Date,Region,X_TWD97,Y_TWD97,數量,Investgat
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299961.0037,2767411.073,2,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299961.0037,2767411.073,3,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,13,新店溪,299961.0037,2767411.073,3,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299932.4178,2767416.351,2,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299934.177,2767454.172,3,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299934.177,2767454.172,5,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299910.8685,2767429.104,5,賴怡蒨
鳩鴿科,Streptopelia orientalis,金背鳩,特有亞種,,留、普,2014,8,13,新店溪,299919.6641,2767443.617,2,賴怡蒨
鳩鴿科,Streptopelia orientalis,金背鳩,特有亞種,,留、普,2014,8,13,新店溪,299946.9307,2767460.769,1,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299950.4489,2767492.873,3,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299950.4489,2767492.873,2,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299879.2041,2767431.303,3,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299820.2733,2767441.858,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299829.0689,2767456.811,1,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299729.2383,2767455.931,2,賴怡蒨
扇尾鶯科,Prinia flaviventris,灰頭鷦鶯,,,留、普,2014,8,13,新店溪,299690.5374,2767414.592,1,賴怡蒨
鴉科,Dendrocitta formosae,樹鵲,特有亞種,,留、普,2014,8,13,新店溪,299626.9888,2767490.454,3,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299701.3121,2767515.961,7,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299678.8831,2767527.396,6,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299665.2499,2767574.892,4,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299752.3268,2767516.841,2,賴怡蒨
鳩鴿科,Columba livia,野鴿,,外來種,外來種、普,2014,8,13,新店溪,299559.2623,2767680.22,6,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299559.2623,2767680.22,3,賴怡蒨
鴉科,Pica pica,喜鵲,,,留、普,2014,8,13,新店溪,299559.2623,2767680.22,2,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299641.0618,2767555.322,1,賴怡蒨
卷尾科,Dicrurus macrocercus,大卷尾,特有亞種,,留、普/過、稀,2014,8,13,新店溪,299799.1637,2767718.261,1,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299701.532,2767725.298,1,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299718.6835,2767767.957,5,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299686.5793,2767750.366,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299682.1815,2767726.178,9,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299731.4372,2767801.38,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299731.4372,2767801.38,6,賴怡蒨
鳩鴿科,Streptopelia orientalis,金背鳩,特有亞種,,留、普,2014,8,13,新店溪,299731.4372,2767801.38,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299694.0556,2767800.941,1,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299772.337,2767808.417,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299772.337,2767808.417,1,賴怡蒨
鳩鴿科,Columba livia,野鴿,,外來種,外來種、普,2014,8,13,新店溪,299749.0285,2767814.134,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299824.6711,2767743.329,3,賴怡蒨
卷尾科,Dicrurus macrocercus,大卷尾,特有亞種,,留、普/過、稀,2014,8,13,新店溪,299824.6711,2767743.329,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299846.6602,2767764.878,1,賴怡蒨
卷尾科,Dicrurus macrocercus,大卷尾,特有亞種,,留、普/過、稀,2014,8,13,新店溪,299963.6424,2767652.734,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299963.6424,2767652.734,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299697.1341,2767860.311,4,賴怡蒨
八哥科,Gracupica nigricollis,黑領椋鳥,,外來種,外來種、稀,2014,8,13,新店溪,299697.1341,2767860.311,7,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299697.1341,2767860.311,8,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,13,新店溪,299684.8202,2767844.479,1,賴怡蒨
鳩鴿科,Streptopelia orientalis,金背鳩,特有亞種,,留、普,2014,8,13,新店溪,299762.6617,2767854.154,2,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299748.5887,2767928.258,1,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299720.8824,2767946.729,5,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299720.8824,2767946.729,2,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299720.8824,2767946.729,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299704.6104,2768011.157,3,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299704.6104,2768011.157,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299659.3128,2768039.303,2,賴怡蒨
卷尾科,Dicrurus macrocercus,大卷尾,特有亞種,,留、普/過、稀,2014,8,13,新店溪,299636.664,2768093.396,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299658.2134,2768120.663,4,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299609.8373,2768070.088,10,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299609.8373,2768070.088,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299609.8373,2768070.088,2,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299609.8373,2768070.088,20,賴怡蒨
鴉科,Pica pica,喜鵲,,,留、普,2014,8,13,新店溪,299609.8373,2768070.088,2,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299626.9888,2768022.151,2,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299626.9888,2768022.151,2,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299612.476,2767993.565,2,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299610.2771,2767958.383,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299617.7534,2767896.593,2,賴怡蒨
八哥科,Gracupica nigricollis,黑領椋鳥,,外來種,外來種、稀,2014,8,13,新店溪,299617.7534,2767896.593,2,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299617.7534,2767896.593,4,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299664.8101,2767815.673,6,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299604.9997,2767879.442,2,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299604.9997,2767879.442,1,賴怡蒨
八哥科,Gracupica nigricollis,黑領椋鳥,,外來種,外來種、稀,2014,8,13,新店溪,299604.9997,2767879.442,9,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299604.9997,2767879.442,3,賴怡蒨
鳩鴿科,Streptopelia chinensis,珠頸斑鳩,,,留、普,2014,8,13,新店溪,299507.3679,2767884.279,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299507.3679,2767884.279,2,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299512.6453,2767966.079,8,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299512.6453,2767966.079,2,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299513.4312,2768004.888,1,賴怡蒨
八哥科,Gracupica nigricollis,黑領椋鳥,,外來種,外來種、稀,2014,8,13,新店溪,299555.744,2768047.659,1,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299557.9429,2768088.558,9,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299557.9429,2768088.558,4,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299524.0797,2768078.443,2,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299626.9888,2768111.427,5,賴怡蒨
鳩鴿科,Streptopelia chinensis,珠頸斑鳩,,,留、普,2014,8,13,新店溪,299626.9888,2768111.427,1,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299564.9795,2768196.525,5,賴怡蒨
鳩鴿科,Columba livia,野鴿,,外來種,外來種、普,2014,8,13,新店溪,299564.9795,2768196.525,8,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,13,新店溪,299564.9795,2768196.525,1,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299531.556,2768198.724,1,賴怡蒨
鳩鴿科,Columba livia,野鴿,,外來種,外來種、普,2014,8,13,新店溪,299565.859,2768274.586,4,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299454.8139,2768648.006,2,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299454.8139,2768648.006,1,賴怡蒨
鴉科,Pica pica,喜鵲,,,留、普,2014,8,13,新店溪,299449.9763,2768619.42,1,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299425.9348,2768701.234,4,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299368.4699,2768822.907,2,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299318.0415,2768846.363,3,賴怡蒨
鴉科,Pica pica,喜鵲,,,留、普,2014,8,13,新店溪,299307.4867,2768862.195,1,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299307.4867,2768862.195,12,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299307.4867,2768862.195,2,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299314.5233,2768905,2,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299272.8905,2768935.199,2,賴怡蒨
鷺科,Egretta garzetta,小白鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299254.9393,2768950.086,2,賴怡蒨
鷺科,Nycticorax nycticorax,夜鷺,,,留、普/冬、稀/過、稀,2014,8,13,新店溪,299254.9393,2768950.086,2,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299259.9902,2768965.69,1,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299273.4769,2768976.831,2,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299273.4769,2768976.831,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299285.2044,2769020.223,2,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299285.2044,2769020.223,1,賴怡蒨
扇尾鶯科,Prinia inornata,褐頭鷦鶯,特有亞種,,留、普,2014,8,13,新店溪,299217.4035,2769050.079,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299220.4098,2769103.855,2,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299202.9284,2769111.771,7,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299258.341,2769132.551,3,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299251.0846,2769179.718,2,賴怡蒨
八哥科,Gracupica nigricollis,黑領椋鳥,,外來種,外來種、稀,2014,8,13,新店溪,299191.0543,2769164.875,2,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299259.6604,2769223.751,3,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,13,新店溪,299254.383,2769271.412,1,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299226.3468,2769330.123,2,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299226.3468,2769330.123,1,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299176.8713,2769388.01,62,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299157.7407,2769339.524,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299176.8713,2769388.01,6,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299176.8713,2769388.01,7,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,13,新店溪,299176.8713,2769388.01,2,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299176.8713,2769388.01,6,賴怡蒨
扇尾鶯科,Prinia inornata,褐頭鷦鶯,特有亞種,,留、普,2014,8,13,新店溪,299080.394,2769443.752,1,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299114.3672,2769468.985,5,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,13,新店溪,299114.3672,2769468.985,3,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299114.3672,2769468.985,1,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299114.3672,2769468.985,7,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299102.8229,2769539.9,2,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,13,新店溪,299102.8229,2769539.9,1,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299134.8171,2769531.984,2,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299106.4511,2769574.697,2,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299106.4511,2769574.697,8,賴怡蒨
卷尾科,Dicrurus macrocercus,大卷尾,特有亞種,,留、普/過、稀,2014,8,13,新店溪,299123.6026,2769614.938,1,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299123.6026,2769614.938,13,賴怡蒨
扇尾鶯科,Prinia inornata,褐頭鷦鶯,特有亞種,,留、普,2014,8,13,新店溪,299076.4359,2769591.519,1,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,新店溪,299093.2576,2769722.629,3,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299196.0018,2769516.316,7,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299196.0018,2769516.316,2,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299196.0018,2769516.316,5,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,13,新店溪,299249.7653,2769533.468,1,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299249.7653,2769533.468,1,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299262.9587,2769428.415,3,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299229.975,2769380.424,1,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,13,新店溪,299259.9902,2769521.429,1,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299239.5403,2769556.062,3,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299259.6604,2769615.927,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299259.6604,2769615.927,1,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299278.4611,2769640.665,2,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299355.6429,2769669.196,6,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299355.6429,2769669.196,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299371.1453,2769731.535,1,賴怡蒨
鴉科,Pica pica,喜鵲,,,留、普,2014,8,13,新店溪,299371.1453,2769731.535,2,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299199.63,2769804.264,4,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299192.3736,2769782.165,1,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,新店溪,299086.331,2769771.94,6,賴怡蒨
鴉科,Pica pica,喜鵲,,,留、普,2014,8,13,新店溪,299196.0018,2769516.316,1,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299196.0018,2769516.316,2,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299196.0018,2769516.316,5,賴怡蒨
八哥科,Gracupica nigricollis,黑領椋鳥,,外來種,外來種、稀,2014,8,13,新店溪,299125.5816,2769779.196,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299085.0117,2769710.26,2,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,13,新店溪,299076.1061,2769670.845,4,賴怡蒨
扇尾鶯科,Prinia inornata,褐頭鷦鶯,特有亞種,,留、普,2014,8,13,新店溪,299071.1585,2769712.899,1,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299191.0543,2769666.557,6,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,13,新店溪,299191.0543,2769666.557,2,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,新店溪,299191.0543,2769666.557,4,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299295.9424,2769744.893,6,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,新店溪,299333.214,2769732.854,6,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,13,淡水河,299110.3616,2769821.101,121,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,13,淡水河,299110.3616,2769821.101,6,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,13,淡水河,299110.3616,2769821.101,37,賴怡蒨
䴉科,Threskiornis aethiopicus,埃及聖䴉,,外來種,外來種、不普,2014,8,13,淡水河,299110.3616,2769821.101,13,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,13,淡水河,299110.3616,2769821.101,31,賴怡蒨
鷺科,Nycticorax nycticorax,夜鷺,,,留、普/冬、稀/過、稀,2014,8,13,淡水河,299110.3616,2769821.101,7,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,13,淡水河,299110.3616,2769821.101,28,賴怡蒨
鳩鴿科,Columba livia,野鴿,,外來種,外來種、普,2014,8,13,淡水河,299110.3616,2769821.101,27,賴怡蒨
八哥科,Gracupica nigricollis,黑領椋鳥,,外來種,外來種、稀,2014,8,13,淡水河,299110.3616,2769821.101,2,賴怡蒨
鴉科,Pica pica,喜鵲,,,留、普,2014,8,13,淡水河,299110.3616,2769821.101,14,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,17,淡水河,299193.2335,2769917.039,7,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,17,淡水河,299193.2335,2769917.039,4,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,17,淡水河,299193.2335,2769917.039,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,17,淡水河,299193.2335,2769917.039,6,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,17,淡水河,299168.6266,2769893.239,5,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,17,淡水河,299168.6266,2769893.239,2,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,17,淡水河,299168.6266,2769893.239,6,賴怡蒨
扇尾鶯科,Prinia flaviventris,灰頭鷦鶯,,,留、普,2014,8,17,淡水河,299189.1996,2769925.107,1,賴怡蒨
八哥科,Gracupica nigricollis,黑領椋鳥,,外來種,外來種、稀,2014,8,17,淡水河,299186.3758,2769858.951,1,賴怡蒨
八哥科,Acridotheres javanicus,白尾八哥,,外來種,外來種、普,2014,8,17,淡水河,299205.3352,2769899.693,2,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,17,淡水河,299244.8676,2769860.564,4,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,17,淡水河,299244.8676,2769860.564,9,賴怡蒨
燕科,Hirundo rustica,家燕,,,夏、普/冬、普/過、普,2014,8,17,淡水河,299244.8676,2769860.564,1,賴怡蒨
八哥科,Acridotheres cristatellus,八哥,特有亞種,,留、不普,2014,8,17,淡水河,299343.6985,2769856.934,5,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,17,淡水河,299311.8305,2769840.798,3,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,17,淡水河,299343.6985,2769885.171,2,賴怡蒨
梅花雀科,Lonchura punctulata,斑文鳥,,,留、普,2014,8,17,淡水河,299328.773,2769875.893,2,賴怡蒨
鴉科,Pica pica,喜鵲,,,留、普,2014,8,17,淡水河,299354.59,2769928.738,1,賴怡蒨
八哥科,Gracupica nigricollis,黑領椋鳥,,外來種,外來種、稀,2014,8,17,淡水河,299331.1933,2769928.334,2,賴怡蒨
繡眼科,Zosterops japonicus,綠繡眼,,,留、普,2014,8,17,淡水河,299283.5931,2769882.751,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,17,淡水河,299283.5931,2769882.751,3,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,17,淡水河,299418.7292,2769837.975,5,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,17,淡水河,299441.3192,2769836.361,2,賴怡蒨
鷺科,Bubulcus ibis,黃頭鷺,,,留、不普/夏、普/冬、普/過、普,2014,8,17,淡水河,299491.3397,2769870.649,10,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,17,淡水河,299491.3397,2769870.649,2,賴怡蒨
鵯科,Pycnonotus sinensis,白頭翁,特有亞種,,留、普,2014,8,17,淡水河,299415.9055,2769917.846,3,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,17,淡水河,299369.1121,2769933.578,1,賴怡蒨
鷺科,Ixobrychus sinensis,黃小鷺,,,留、普/夏、普,2014,8,17,淡水河,299279.9626,2769936.402,1,賴怡蒨
扇尾鶯科,Prinia inornata,褐頭鷦鶯,特有亞種,,留、普,2014,8,17,淡水河,299279.9626,2769936.402,1,賴怡蒨
鴉科,Pica pica,喜鵲,,,留、普,2014,8,17,淡水河,299249.7083,2769919.863,1,賴怡蒨
八哥科,Acridotheres tristis,家八哥,,外來種,外來種、普,2014,8,17,淡水河,299263.827,2769923.09,2,賴怡蒨
麻雀科,Passer montanus,麻雀,,,留、普,2014,8,17,淡水河,299263.827,2769923.09,4,賴怡蒨
